,id,photographer,nationality,description,persons,tot_persons,organizations,tot_organizations,places,tot_places
1469,1469,Mary F. Calvert,USA,"Calvert believes that journalists have a duty to shine a light into the deepest recesses of the human experience and provide a mirror for society to examine itself. Mary has been focusing her journalistic attention on the continually under-reported relegation and abuse of women in the US Armed Forces. Her work “Sexual Assault in America’s Military” was awarded 1st Prize, Long Term Projects in the 2016 World Press Photo Contest and a 2016 Getty Grant in Editorial Photography. “The Battle Within: Sexual Assault in America’s Military” has been awarded the 2015 and 2014 National Press Photographers Association, Cliff Edom New America Award and the 2013 the Canon Female Photojournalist Award. The resulting work was featured in a solo exhibition at the 2014 Visa Pour L’Image, International Festival of Photojournalism in Perpignan, France. In 2014 Calvert was the recipient of the Alexia Foundation Women’s Initiative Grant for her project “Missing in Action: Homeless Women Veterans,” and in 2015, she was awarded the 2015 W. Eugene Smith Memorial Fund Fellowship. She has won the Robert F. Kennedy Journalism Award twice and is a two-time Pulitzer Prize finalist in Feature Photography.

World Press Photo Involvement: 
Award-winning photographer 2016 Photo Contest
Award-winning photographer 2019 Photo Contest

Mary F. Calvert on Social Media: 
Instagram: @maryfcalvert
Twitter: @maryfcalvert

  Photo credit: Joseph M. Eddins, Jr","{'W. Eugene Smith Memorial Fund Fellowship', 'Calvert', 'Mary F. Calvert', 'Jr', 'Joseph M. Eddins'}",5,"{'Social Media', 'the Alexia Foundation Women’s', 'Photo Contest', 'Feature Photography', '@maryfcalvert', 'National Press Photographers Association', 'the US Armed Forces'}",7,"{'France', 'Perpignan', 'America'}",3
1470,1470,MaryAnne Golon,USA,"MaryAnne Golon is director of photography at The Washington Post and was Time magazine's director of photography until 2008. She also co-managed the international news weekly’s photography department for more than 15 years, winning scores of awards. She has served as both jury member and chair for the World Press Photo Contest, in 2008 and 2009 respectively.",{'Golon'},1,"{'Time', 'The Washington Post', 'the World Press Photo Contest'}",3,set(),0
1471,1471,Masahiko Ohki,Japan,,set(),0,set(),0,set(),0
1472,1472,Mashid Mohadjerin,Iran,,set(),0,set(),0,set(),0
1473,1473,Massimo Berruti,Italy,"Massimo Berruti was born in Rome in 1979 and became interested in documentary photography for the first time in 2003, while he was at university. He left university in 2004 and took part in a collective project on the cultural and industrial crisis in Italy. This led to the book Made in Italy, published in 2006. In 2007 he was one of the 20 photographers worldwide selected by the Italian Ministry of Artistic/Cultural Heritage and Activities for a reportage on the status of the Italian heritage and landscapes. Since 2008, he has worked in central Asia, focusing on the changing society in Pakistan. His work has appeared in major Italian and international publications, such as l'Espresso, Vanity Fair, Internazionale, Paris Match, Le Monde2, The Independent, Time, Newsweek and The Wall Street Journal. Berruti was a member of the 2008 Joop Swart Masterclass, and won a World Press Photo award in 2007. Other honors include two POYi prizes, a Visa D'Or Young Reporter Award in 2009 and two IPA (International Photography Awards). His work has appeared in exhibitions at Lumix, Visa Pour l'Image and Noorderlicht, among others. From 2005 to 2009, Berruti was represented by the Grazia Neri Photo Agency and in 2008 joined Agence Vu as a member photographer.","{'Massimo Berruti', 'Award', ""Visa Pour l'Image"", 'Joop Swart Masterclass', 'Paris Match'}",5,"{'Newsweek', 'Noorderlicht', 'Vanity Fair', 'International Photography Awards', 'Time', 'IPA', 'Agence', 'Visa', 'the Grazia Neri Photo Agency', 'the Italian Ministry of Artistic/Cultural Heritage and Activities', 'The Wall Street Journal', ""l'Espresso"", 'Lumix', 'Le Monde2'}",14,"{'Berruti', 'Internazionale', 'Pakistan', 'Italy', 'Rome'}",5
1474,1474,Massimo Mastrorillo,Italy,,set(),0,set(),0,set(),0
1475,1475,Massimo Sciacca,Italy,,set(),0,set(),0,set(),0
1476,1476,Massimo Sestini,Italy,,set(),0,set(),0,set(),0
1477,1477,Massimo Siragusa,Italy,,set(),0,set(),0,set(),0
1478,1478,Massoud Hossaini,Afghanistan,"Massoud Hossaini was born in Kabul in 1981, during the Soviet occupation of Afghanistan. His father’s opposition to the Afghan communist regime meant the family had to flee the country, to Iran, when Hossaini was six months old. After finishing high school in 1996, Hossaini joined the Iranian reformist movement as a political activist. After a while, he realized that he should be recording the historical events that were going on around him, and chose photography as the means of doing so.

	As a refugee himself, it was too difficult and dangerous to risk photographing in the streets of Iran, so he decided to focus on fellow Afghans sheltering in Iran. He was documenting the life of refugees in Mashhad, Iran’s second-largest city, when the events of 11 September 2001 changed his direction completely. Hossaini decided to go back to Afghanistan, at the beginning of 2002, where he joined Aina, an organization aimed at training people in media and communication skills, founded by National Geographic Fellow and photojournalist, Reza Deghati. He learned his photography skills from Reza’s brother, Manoocher Deghati, and was soon being given professional assignments. Hossaini joined Agence France-Presse (AFP) in 2007, and covered the war in Afghanistan, part of the time embedded with US troops. In doing this, he traveled to isolated villages, where he also documented local life. Hossaini’s work has twice been exhibited in Berlin, and he is currently still an AFP photographer in Afghanistan.","{'Aina', 'Manoocher Deghati', 'Reza Deghati', 'Massoud Hossaini', 'Hossaini'}",5,"{'National Geographic Fellow', 'Agence France-Presse', 'AFP'}",3,"{'Afghanistan', 'Berlin', 'Iran', 'US', 'Mashhad', 'Kabul'}",6
1479,1479,Mat Jacob,France,,set(),0,set(),0,set(),0
1480,1480,Matan Rochlitz,none,"Matan is an award-winning documentary filmmaker born and raised in Rome, Italy. He has been living in London since 2007. He has made films for Al-Jazeera English, Channel 4, BBC2 and others.",set(),0,"{'BBC2', 'Al-Jazeera English', 'Matan', 'Channel 4'}",4,"{'Italy', 'London', 'Rome'}",3
1481,1481, Mathias Braschler & Monika Fischer,Switzerland,,set(),0,set(),0,set(),0
1482,1482,Mathieu Willcocks,UK,"He started in photography after an internship at the VII Photo Agency in Paris in 2012, during which he started shooting assignments for The New York Times. He obtained a MA in photojournalism and documentary photography at the London College of Communication in 2013. Upon graduating, he moved to Myanmar where he covered the various aspects and consequences of the country’s recent development. There he continued shooting for The New York Times, as well as other publications, in Myanmar and across southeast Asia. Since the summer of 2016, and a relocation to Scotland, he has been working onboard the Topaz Responder, one of MOAS’ (Migrant Offshore Aid Station) rescue ships in the Mediterranean. He has photographed the plight of migrants attempting the crossing from Libya to Italy for many months and this project is still ongoing.",set(),0,"{'the VII Photo Agency', 'the Topaz Responder', 'MOAS’ (Migrant Offshore Aid Station', 'The New York Times', 'the London College of Communication', 'MA'}",6,"{'Paris', 'Scotland', 'Italy', 'Libya', 'Myanmar'}",5
1483,1483,Matias Costa,Argentina,,set(),0,set(),0,set(),0
1484,1484,Matic Zorman,Slovenia,"His professional career in photojournalism began in 2008, by contributing to a variety of Slovenian newspapers and magazines on a daily basis. Since documenting the aftermath of the Palestinian-Israeli conflict in Gaza for the first time in 2010, he has focused on unveiling and highlighting the humanitarian issues that remain hidden in one of most reported conflicts. Passionate about documentary projects and reporting conflict through personal stories of those affected by it, Matic is motivated to fight omnipotent apathy by putting a face on victims whose stories would otherwise be reported as a statistic. Matic sees personal stories as crucial to involve in his work, for better understanding of the multi-layered consequences of conflicts and social issues. He was selected in the roster of Emerging Talents by Reportage by Getty Images in 2013 and attended the NOOR-Nikon Masterclass in Belgrade in 2015. His work has been published in The Washington Post, The Independent, National Geographic Slovenia and other publications. Matic received “Media Watchdog” title of honour for his exceptional work in press photography by The Slovene Association of Journalists in late 2015. Among other recognitions, his imagery and reportage was awarded at the Balkan Photo Festival in 2016, and in 2015 he was shortlisted for “Magnum Photos 30 under 30” for reportage “Give Me Liberty or Give Me Death” which also received a third place in “Top News at The Andrei Stenin International Press Photo Award” in 2015. At Slovenia Press Photo his work was selected for the best photo of the year in 2015, and best reportage in 2012.",set(),0,"{'The Independent,', 'The Washington Post', 'The Slovene Association of Journalists', 'National Geographic Slovenia', 'Slovenia Press Photo', 'Emerging Talents by Reportage', 'the Balkan Photo Festival'}",7,"{'Belgrade', 'Gaza'}",2
1485,1485,Matjaz Krivic,Slovenia,"For 22 years, he has covered the face of the earth in his intense, personal and aesthetically moving style that has won him several prestigious awards.? He has made the road his home, and most of the time you can find him traveling with his camera somewhere between Sahara and Himalaya. He has portrayed poor parts of the world characterized by traditions, social unrest and religious devotion. His photographs sensitively reflect the images of the marginal world—the voices of the neglected.",{'Himalaya'},1,set(),0,set(),0
1486,1486,Matt Black,none,,set(),0,set(),0,set(),0
1487,1487,Matt Daniels,United States,"Matt Daniels is a creative technologist and journalist who creates projects about debated ideas in culture.

He is one of the founding members of The Pudding, a publication for visual essays. 

In 2020, Daniels’ work on falsetto in music received an Emmy nomination. 

World Press Photo Involvement:
2021 Digital Storytelling Contest winner

Matt Daniels on Social Media:
Twitter: @matthew_daniels",{'Matt Daniels'},1,"{'Daniels', 'Social Media'}",2,{'Pudding'},1
1488,1488,Matt Ford,USA,"Matt Ford is the interactive media director and co-founder of Vignette Interactive. Matt is an avid experimenter of new forms of visual storytelling. For six years he worked as a multimedia journalist for The Associated Press covering the 2008 U.S. presidential election, the Arab Spring, and the wars in Iraq and Afghanistan. His explorations in multimedia storytelling received awards and honors from The Webby Awards, The Society of News Design, The Murrow Awards, The NPPA and more. Before journalism, Matt worked in the Los Angeles film industry as a set and studio lighting technician on productions such as Spiderman 2 and The West Wing.","{'Matt Ford', 'Matt'}",2,"{'The Murrow Awards', 'The Associated Press', 'Vignette Interactive', 'The Society of News Design'}",4,"{'Afghanistan', 'the Arab Spring', 'Iraq', 'U.S.', 'The West Wing', 'Los Angeles'}",6
1489,1489,Matt Herron,USA,,set(),0,set(),0,set(),0
1490,1490,Matt McClain,USA,,set(),0,set(),0,set(),0
1491,1491,Matteo Delbò,none,,set(),0,set(),0,set(),0
1492,1492,Matteo Moretti,none,"He is currently working on his PhD at the Inter-Action Department of Computer Science of Trento. There Moretti researches visual journalism methods and practices working with transdisciplinary teams to communicate the complexity of social phenomena in a more transparent and engaging information, to a broader audience. Matteo is a TEDx speaker, World Press Photo Jury member, Visualized.io speaker, awarded with the Data Journalism Award and European Design Award.",set(),0,"{'the Inter-Action Department of Computer Science of Trento', 'Matteo', 'World Press Photo Jury', 'the Data Journalism Award'}",4,set(),0
1493,1493,Matthew Abbott,Australia,"Matthew Abbott (1984) is a documentary photographer based in Sydney, recognized for photographing social, cultural and political stories covering contemporary suburban and regional Australia. 

Abbott is interested in intimate storytelling, shining a light on quiet moments that usually go unseen. He believes that storytelling works best when it comes from a close connection to its subjects. 

He is a regular contributor to The New York Times. His work has been recognised through a number of prestigious awards, including winning the inaugural 2019 Rust Belt Biennale and the 2018 and 2019 Nikon-Walkley Journalism Award for Australian Daily life. 

Abbott studied International Photojournalism at the Danish School of Journalism and completed a Masters of Arts at Sydney University. 

He is represented internationally by Panos Pictures, and is a current member of the Oculi collective, a co-operative of Australian visual storytellers. 

World Press Photo Involvement:
6x6 Global Talent Program: South East Asia and Oceania
Award-winning photographer 2020 Photo Contest

Matthew Abbott on Social Media:
Instagram: @mattabbottphoto
Twitter: @mattabbottphoto
  Image credit: Anna-Lena Roth","{'Anna-Lena Roth', 'Twitter', 'Matthew Abbott'}",3,"{'Social Media', 'Sydney University', 'Global Talent Program', 'Panos Pictures', 'Nikon-Walkley Journalism Award for', 'The New York Times', '@mattabbottphoto'}",7,"{'Australia', 'Sydney', 'Oculi', 'Oceania', 'Abbott'}",5
1494,1494,Matthew Abbott,Australia,,set(),0,set(),0,set(),0
1495,1495,Matthieu Paley,none,"Over the last 17 years, Matthieu’s passion for the human nature has taken him all over the world. He likes to focus his camera on regions that are misrepresented or misunderstood. Matthieu also uses video and writing to open people’s eyes on our common humanity. He has published several books of his work (on Afghanistan’s Pamir mountains, Mongolia, Siberia and on the Evolution of Diet) and his fine-art images have been shown in solo exhibitions worldwide. Over the course of his career, Matthieu has learned six languages, feeding his passion to connect with the people he meets and helping him to instill a sense of intimacy into his images.",{'Pamir'},1,"{'the Evolution of Diet', 'Matthieu'}",2,"{'Afghanistan', 'Mongolia'}",2
1496,1496,Mattia Insolera,Italy,,set(),0,set(),0,set(),0
1497,1497,Mattias Klum,Sweden,"Mattias Klum was born in Uppsala, Sweden in 1968. He started taking pictures as a teenager, and since 1986 has worked full-time as a freelance photographer, portraying animals, plants, natural and cultural settings, through articles, books, films and exhibitions. Expeditions have taken him across the planet, from Borneo and Brunei to Mongolia, Thailand and Rwanda. His work has appeared in international publications such as National Geographic, Geo, Terre Sauvage, Der Spiegel and The New York Times. His first story with National Geographic in 1997 made him the first Swede ever to have his work on the cover. Klum has published ten books to date, including, When the Mist Rises (Panda Book of the Year in 1993), A Journey Through Sweden, Borneo Rainforest (Panda Book of the Year in 1998), and The Secret of Africa. He has also produced documentary films, including Borneo's Rainforest, The Brittle Thread (on Asia's last lions) and The Linnaeus Expedition (across seven continents). His numerous awards include a medal from the King of Sweden for his work as a nature photographer. Klum also lectures worldwide, and in 2007 founded Terre Grande Publishing.","{'Der Spiegel', 'Borneo Rainforest', 'Terre Sauvage', 'Mattias Klum', 'Klum'}",5,"{'National Geographic', 'the King of Sweden', 'Terre Grande Publishing', 'The Linnaeus Expedition', 'The New York Times', ""Borneo's Rainforest""}",6,"{'Rwanda', 'Mongolia', 'Brunei', 'Thailand', 'Sweden', 'Uppsala', 'Borneo'}",7
1498,1498, Matuschka,USA,,set(),0,set(),0,set(),0
1499,1499,Mauricio Lima,Brazil,"He graduated with a degree in Communications from PUC University (1996-2001), in addition to photojournalism studies at Senac Institute, in 1998. As a documentary photographer, he has focused his career on social issues that may turn into humanitarian crisis and daily life in the aftermath of hostile situations, in parallel of frequent contributions to The New York Times, among other clients. He started his career as a trainee photographer in 1999 for a local sports newspaper in São Paulo, before being invited to join Agence France-Presse as a staff-contract for almost 11 years. He decided to work independently since early 2011.",set(),0,"{'The New York Times', 'Agence France-Presse', 'Senac Institute', 'PUC University'}",4,{'São Paulo'},1
1500,1500,Max Duncan,none,"He previously worked for five years as a video journalist for Reuters news agency, covering China and the rest of Asia from Beijing. His work focusing on human rights, environmental issues and the arts has received several awards, support from the Pulitzer Centre and been exhibited at the UK's Tate Modern gallery.",set(),0,"{'Tate Modern', 'Reuters'}",2,"{'Beijing', 'UK', 'China'}",3
1501,1501,Max Aguilera-Hellweg,USA,,set(),0,set(),0,set(),0
1502,1502,Max Alpert,Soviet Union,"The Soviet photojournalist Max Alpert (1899-1980) started his career at the Rabochaya Gazeta. In the 1930s, he worked as a photo editor for the newspaper Pravda and other publications. During the Second World War, Alpert worked for the TASS agency and for the Soviet Information Bureau. His war photos were widely used for Soviet propaganda purposes both at home and abroad. After the war, he joined RIA Novosti agency, where he stayed for many years. ","{'Alpert', 'Max Alpert'}",2,"{'the Soviet Information Bureau', 'TASS', 'Pravda', 'RIA Novosti'}",4,set(),0
1503,1503,Max Pam,Australia,"Max Pam is passionate about life, travel and photography -- for him they are inseparable. Travel has been the catalyst for the creation of his compelling images since the 1960s and the images he has produced providing an intimate journal of his life. As a teenager Pam found post-war suburban Melbourne grim, oppressive and culturally isolated. He found refuge in the counter-culture of surfing and the imagery of National Geographic and Surfer magazine and became determined to travel overseas.  Pam left Australia at 20, after accepting a job as a photographer assisting an astrophysicist. Together, the pair drove a Volkswagen from Calcutta to London. This adventure proved inspirational and travel has remained a crucial and continuous link to Pam's creative and personal development. Pam's work takes the viewer on compelling journeys around the globe.  His extensive work in Asian counties is well represented in major collections and books as are his travels in Europe and Australia and into the rich and diverse Indian Ocean Rim cultures including India, Pakistan, Myanmar, Yemen, The Republic of Tanzania, Mauritius, Madagascar, the Cocos and Christmas Islands. These images leave the viewer, as Tim Winton said in Pam’s award-winning book Going East, “...grateful for having been taken so mysteriously by surprise and so far and sweetly abroad.”  His book Going East was featured in Phaidon’s History of the Photobook Vol 2 in 2006. His prints are in national and private collections in Australia, France, Great Britain Italy and Japan. Some of the published books on Max Pam’s work include: Max Pam (1999), Ethiopia (1999), and Indian Ocean Journals (2000). But it was his first, Going East: Twenty Years of Asian Photography, that won the most prestigious European book award, the Grand Prix du Livre Photographique, in 1992. His most recent book Atlas Monographs (2009) won the International Photo Book Prize at Photoespana in Madrid in 2010. Pam currently teaches photomedia at Edith Cowan University, Perth, Western Australia.","{'Tim Winton', 'Surfer', 'Max Pam’s', 'Max Pam'}",4,"{'National Geographic', 'Mauritius', 'Phaidon’s History of the Photobook Vol 2', 'Western Australia', 'the International Photo Book Prize', 'Edith Cowan University', 'Asian Photography', 'Volkswagen', 'Calcutta'}",9,"{'France', 'Australia', 'Ethiopia', 'London', 'Pakistan', 'Italy', 'Christmas Islands', 'The Republic of Tanzania', 'Cocos', 'Japan', 'Perth', 'Myanmar', 'Yemen', 'Madagascar', 'Great Britain', 'India', 'Photoespana', 'Madrid', 'Melbourne'}",19
1504,1504,Max Rossi,Italy,,set(),0,set(),0,set(),0
1505,1505,Max Scheler,Germany,,set(),0,set(),0,set(),0
1506,1506,Maximilian Mann,Germany,Image credit: Johannes Glinka,{'Johannes Glinka'},1,set(),0,set(),0
1507,1507,May Abdalla,none,"She has worked on immersive parties, night time romps through the Tower of London, as well as the the award-winning Door Into The Dark, a giant sensory journey into darkness exploring what it means to be lost. Abdalla has been commissioned by the BBC, Channel 4 and Al Jazeera English to make documentary films around the world. She spent a year following school children in Damascus for BBC 4, as well as a year on the streets of Cairo following the revolution. She is presently working on a film about the future sovereignty of the North Pole. May also works at BBC Arabic as an executive producer on digital storytelling projects.",set(),0,"{'BBC 4', 'Al Jazeera', 'BBC', 'Channel 4'}",4,"{'Cairo', 'Damascus'}",2
1508,1508,Maya Alleruzzo,United States,"Maya Alleruzzo is an American photojournalist with the Associated Press based in the Middle East.

She has worked extensively in Iraq, beginning in 2003 during the United States invasion of the country until American troops formally left in 2011. Since the Islamic State’s ascent in 2014, she has documented the group’s destructive legacy in Iraq and Syria.

World Press Photo Involvement:
2021 Photo Contest award-winning photographer

Maya Alleruzzo on Social Media:
Instagram: @mayaalleruzzo
Twitter: @mayaalleruzzo Image credit: Maya Alleruzzo/The Associated Press","{'Maya Alleruzzo/', 'Maya Alleruzzo'}",2,"{'Social Media', 'The Associated Press', '@mayaalleruzzo Image', 'World Press Photo Involvement', 'the Associated Press', '@mayaalleruzzo'}",6,"{'Syria', 'the United States', 'Iraq'}",3
1509,1509,Maya Goded,Mexico,"Through her photographs and now on video, Maya Goded (Mexico, 1967) explores the subjects of female sexuality, prostitution and gender violence in a society in which the role of women is narrowly defined and femininity is shrouded in myths of chastity, fragility and motherhood. She has published several books and co-authored others, including Plaza de la Soledad, published in Spain by Lunwerg; Good Girls, published in New York by Umbrige; and Tierra Negra, published in Mexico by El Milagro.Goded has received awards from the Eugene Smith Memorial Fund, the Guggenheim Foundation, the National Council for Culture and Arts in Mexico, and the Prince Claus Fund. Her work has been exhibited in the US, Latin America, Europe, China, and Africa. Solo exhibits of her work have also been staged by some of the world’s most prestigious museums and festivals. In 2009, Goded took an interest in video and her first short film, Una Reina a su Gusto, was shown at the Official Selection of the 2011 Morelia Film Festival and the 2012 Tucson Film Festival. She is currently working in to documentary films.","{'Tierra Negra', 'Una Reina'}",2,"{'Goded', 'the National Council for Culture and Arts', 'the Eugene Smith Memorial Fund', 'Maya Goded', 'the Guggenheim Foundation', 'the Prince Claus Fund', 'El Milagro'}",7,"{'Spain', 'China', 'Mexico', 'Umbrige', 'Lunwerg', 'US', 'New York'}",7
1510,1510,Maya Okushko,Russia,"Maya Okushko (1924-2007) started her career at the illustration department of the Russian newspaper Komsomolskaya Pravda. In 1945, the newspaper published her first photo. After working for Pravda for more than twenty years, Okushko joined the 'Book Review'. She also worked as a reporter for the Russian press agency RIA Novosti for two years.",{'Maya Okushko'},1,"{'RIA Novosti', 'Okushko', 'Komsomolskaya Pravda', 'Pravda'}",4,set(),0
1511,1511,Maye-E Wong,Singapore,Photo creditMaye-E Wong by © Farzana Hossen,{'Farzana Hossen'},1,set(),0,set(),0
1512,1512,Maye-E Wong,Singapore,"Maye-E Wong has documented major events such as the 2016 Summer Olympics in Rio de Janeiro, the 2014 Winter Olympics in Sochi, the 2018 Pyeongchang Winter Olympics and the World Cup in Rio de Janeiro. She also covered political protests taking place in Thailand and Hong Kong, the devastation of typhoon Haiyan in the Philippines and Dhaka's garment factory collapse. In 2017, she photographed Rohingya women who had fled Myanmar. This assignment was in Cox's Bazar and was part of an investigative piece carried out by The Associated Press (AP) on the rapes of Rohingya women by Myanmar's military, which were both sweeping and methodical. Since 2014, she has been working as AP’s lead photographer for North Korea, where her responsibilities include news and everyday life. She lives in New York City, where she is a member of AP's global enterprise team, focusing on long-form storytelling as a photographer and helping to drive the creative and conceptual visual aspects of these stories.  ",set(),0,"{'AP', 'The Associated Press', 'Dhaka', ""Cox's Bazar"", 'Wong'}",5,"{'Rio de Janeiro', 'Thailand', 'Hong Kong', 'Sochi', 'Philippines', 'New York City', 'Haiyan', 'North Korea', 'Myanmar'}",9
1513,1513,Mayu Mohanna,Peru,"Mayu Mohanna grew up in Chimbote, a seaport in northern Peru. At the age of 16, she moved to Lima to study communications and started her career as a photojournalist in 1990, working in different Peruvian newspapers and magazines until 2001. During this decade, she attended the World Press Photo seminar program for Latin America and the 2001 Joop Swart Masterclass. She also won first prize in Peru’s Eugenio Courret photojournalist contest in 2000 and a Ford Foundation fellowship in 2001. Since 2001, Mohanna has worked as a curator, focused on rescuing the Peruvian visual memory. Exhibitions such as Baldomero Alejos, 1924-1975; Yuyanapaq, to Remember, 1980-2000, and Look at You, 2000-2005, form a visual journey that flows through a century of Peruvian history. Mohanna obtained a masters degree in photography and video at the School of Visual Arts, in New York City (2002-2004). In 2003, she won the Aaron Siskind Memorial Award and, in 2005, the Student Visionary Special Mention at the Tribeca Film Festival, with her first short video documentary Luzmila’s Photo. Nowadays, Mohanna works as a freelance photographer and curator. In 2012, she curated the exhibition Subject of Law, a photo essay about social inclusion, featuring the work of fifteen photojournalists from Peru’s El Comercio newspaper. This exhibit was part of the Lima Photo Biennial.","{'Mayu Mohanna', 'Mohanna', 'Joop Swart Masterclass', 'Subject of Law', 'Eugenio Courret'}",5,"{'the World Press Photo', 'the Student Visionary Special Mention', 'Ford Foundation', 'Yuyanapaq', 'El Comercio', 'Baldomero Alejos', 'Chimbote', 'Luzmila’s Photo', 'the Lima Photo Biennial', 'the School of Visual Arts'}",10,"{'Peru', 'Lima', 'Mohanna', 'New York City', 'Remember'}",5
1514,1514,Md Masfiqur Akhtar Sohan,Bangladesh,"He started his journey with photography in 2012 and has significantly covered the Rohingya refugee exodus at the border of Bangladesh-Myanmar. He has been awarded for several international and national accolades. His works have been appeared in The Guardian, TIME Magazine, The Telegraph, CNN, The New York Times, Newsweek, Wall Street Journal and many other media outlets worldwide.",set(),0,"{'CNN', 'Newsweek', 'Guardian', 'Rohingya', 'The New York Times', 'Wall Street Journal', 'TIME Magazine'}",7,set(),0
1515,1515,Meaghan Looram,USA,"Meaghan Looram is a graduate of Stanford University and the deputy photo editor at The New York Times. She is a front-page editor and oversees the newspaper's staff of 40 photo editors as well as many of its most ambitious photography projects, including “A Year at War”, “One in 8 Million” and the annual Year in Pictures. Meaghan was the photo editor for “One in 8 Million”, which won an Emmy Award in 2010. She was also the editor of “A Year at War” which won first prize in the interactive category of the first World Press Photo Multimedia Contest, as well as an Emmy Award and an Alfred I Dupont-Columbia Award in 2011.","{'Meaghan Looram', 'Meaghan'}",2,"{'Stanford University', 'The New York Times'}",2,{'Pictures'},1
1516,1516,Meeri Koutaniemi,Finland,"Meeri Koutaniemi is a freelance photographer who was born in Lapland and currently lives around the world. She began her career as a photojournalist shooting independent projects abroad, and now does documentary stories on issues concerning human rights and minorities, combining her work with political activism. Meeri has worked as a photographer and a journalist in over 30 countries. In 2012 and 2013, she was chosen as Photographer of the Year by the Finnish press photographers’ association. In 2014, she won the Freelens Award at the Lumix photo festival in Hannover, and the Visa d’or Daily Press Award in Perpignan, with her exhibited documentary work ‘Taken’. Meeri is a founder member of the Italian Echo Photo Agency, and belongs to the Finnish collective 11 (Yksitoista).",{'Meeri Koutaniemi'},1,"{'the Italian Echo Photo Agency', 'Lumix', 'Meeri', 'Visa'}",4,"{'Perpignan', 'Hannover', 'Lapland'}",3
1517,1517,Mehdi Bennaceri,Morocco,"Mehdi Bennaceri (Morocco) is a qualified multimedia designer. After ten years of working in this field, he established his own design and production agency in Rabat, of which he is creative director. He has a passion for documentary films, photography, and travel and believes that everyone has a duty to help develop their environment and their country. This is why he has associated himself with several voluntary projects. For the last three years, Bennaceri has been a professional freelance photographer. His published work relates to cultural, political, and professional events.","{'Bennaceri', 'Mehdi Bennaceri'}",2,set(),0,"{'Morocco', 'Rabat'}",2
1518,1518,Mehmet Umit Turpcu,Turkey,,set(),0,set(),0,set(),0
1519,1519,Meiko Herrmann,Germany,,set(),0,set(),0,set(),0
1520,1520,Mel Finkelstein,USA,,set(),0,set(),0,set(),0
1521,1521, Meyer,France,,set(),0,set(),0,set(),0
1522,1522,Micah Albert,USA,"Micah Albert is a freelance documentary photographer represented by Redux Pictures photo agency. Based in northern California, he specializes in and is passionate about difficult-to-access regions and the ensuing, and often times under-covered, issues. He received his B.A. from Point Loma Nazarene University’s Keller Visual Art Center in Graphic Communications in 2002. Since 2005, Micah has worked on documenting projects including the global food crisis in Yemen, Dinka cattle camps in South Sudan, insecurity and unrest in Darfur refugee camps in Chad, marginalized Kurds living in Syria, undocumented refugees living in Jordan, gender-based violence in rebel-controlled territories in DR Congo, post-election unrest in Kenya, and overfishing practices in Tanzania. His clients include The New York Times, Smithsonian Magazine, BBC, The Washington Times, National Geographic Traveler, and many others. He currently lives in Sacramento, California with his wife and daughter.",{'Albert'},1,"{'Redux Pictures', 'Graphic Communications', 'The New York Times', 'BBC', 'The Washington Times', 'National Geographic Traveler', 'Smithsonian Magazine', 'Point Loma Nazarene University’s'}",8,"{'Darfur', 'Yemen', 'Tanzania', 'Congo', 'DR', 'Jordan', 'Sacramento', 'B.A.', 'Kenya', 'Micah', 'California', 'Syria', 'Chad', 'South Sudan'}",14
1523,1523,Michael Tabb,USA,"He’s also done work for the Wall Street Journal, Popular Science, and Scientific American. Michael’s video on how scientists are training paraplegics to walk again using virtual reality was featured in the 2017 Sundance Film Festival's New Frontier exhibit. His work explaining the physics of Olympic gymnast Simone Biles was a finalist for a 2017 Online Journalism Award in sports reporting. He earned a bachelor’s degree in English literature from Washington University in St. Louis, with minors in studio art and physics.","{'Simone Biles', 'Michael'}",2,"{'Scientific American', 'Washington University', 'the Wall Street Journal', 'New Frontier', 'Popular Science'}",5,{'St. Louis'},1
1524,1524,Michael Adaskaveg,USA,,set(),0,set(),0,set(),0
1525,1525,Michael Amendolia,Australia,"Based in Sydney, Australian photographer Michael Amendolia has 27 years experience working for Australian and international magazines, newspapers and companies. His editorial clients have included Stern, Der Spiegel, and Forbes, among others. Michael received recognition at the World Press Photo Awards in the categories of Science and Technology, and the Environment in 1999, 2001 and 2003. He was the principal photographer for the book Seeing is Believing, based on the work of one of Australia’s great humanitarians, Professor Fred Hollows. Over the course of the last twenty years Michael has documented the progressing work of Nepalese ophthalmic visionary Dr. Sanduk Ruit all across Asia. Michael is one of four founding members of the Bi-Annual REPORTAGE festival that started in 1999 and continues to this day.","{'Der Spiegel', 'Michael Amendolia', 'Michael', 'Fred Hollows', 'Sanduk Ruit'}",5,"{'Science and Technology', 'the World Press Photo Awards', 'Forbes', 'the Bi-Annual'}",4,"{'Australia', 'Sydney', 'Stern'}",3
1526,1526,Michael Appleton,USA,,set(),0,set(),0,set(),0
1527,1527,Michael Friedel,Germany,,set(),0,set(),0,set(),0
