title,photographer,shoot day,Publication agency/magazine,award,description,Shutter Speed,Focal length,F-Stop,ISO,Camera,contest_year,prize,genere,series,persons,organizations,tot_persons,tot_organizations,places,tot_places
,Balazs Gardi,"01 November, 2002",Népszabadsag,"2003 Photo Contest, Sports, Stories, 1st prize","01 November, 2002
                                                    
                                November 20-24. The hand of Vitalij Valinchuk (Bulgaria) at the 36th World Gymnastics Championships. Gymnastic success depends on a perfect grip, both physically and mentally.",,,,,,2003 Photo Contest, 1st prize, Sports, Stories,,,,,,
,Roberto Schmidt,"30 June, 2002",Agence France-Presse,"2003 Photo Contest, Sports, Singles, Honorable mention","30 June, 2002
                                                    
                                Midfielder Ronaldinho (Brazil) runs with the ball ahead of Oliver Neuville (Germany) during the final match of the FIFA World Cup. The Brazilian team became world champions, winning the match two goals to nil.",,,,,,2003 Photo Contest, Honorable mention, Sports, Singles,,,,,,
,David Burnett,"01 February, 2002",Contact Press Images for Salt Lake City Olympic Committee,"2003 Photo Contest, Sports, Singles, 3rd prize","01 February, 2002
                                                    
                                Michael Uhrmann (Germany) prepares for the K120 Individual Ski Jumping event at the Salt Lake City Winter Olympics. Athletes must have a strong mental grasp of how aerodynamics affects their flight, and the physical control to keep their bodies rigid and parallel to the skis.",,,,,,2003 Photo Contest, 3rd prize, Sports, Singles,,,,,,
,Tim Clayton,"07 July, 2002",The Sydney Morning Herald,"2003 Photo Contest, Sports, Singles, 2nd prize","07 July, 2002
                                                    
                                A shower of late-afternoon rain drenches Papua New Guinea goalkeeper Tapas Posman, as he kicks the ball clear during a match against New Zealand as part of the Oceania Nations Cup Championships. His team lost the match nine goals to one.",,,,,,2003 Photo Contest, 2nd prize, Sports, Singles,,,,,,
,Robert Boguslawski & Tomasz Gudzowaty,"01 January, 2002",TGP / Focus,"2003 Photo Contest, Sports, Singles, 1st prize","01 January, 2002
                                                    
                                Monks practice China's best-known traditional 'wushu' (war art) at a Shaolin temple.
Like many other oriental martial arts, Shaolin Kung Fu demands a rigorous combination of mental prowess and physical strength. Its 18 basic positions are inspired by the movement and agility of animals.",,,,,,2003 Photo Contest, 1st prize, Sports, Singles,,,,,,
,Witold Krassowski,"01 May, 2002",Network Photographers for National Geographic,"2003 Photo Contest, Science & Technology, Stories, 3rd prize","01 May, 2002
                                                    
                                A train driver tops up an OL-49 locomotive with oil before departure from Wolsztyn, Poland. 

The locomotives that ply the route from Wolsztyn to Poznan in western Poland form one of the last scheduled steam-train services in Europe. Huge OL-49 engines, more than half a century old, consume up to 18,000 liters of water, three tons of coal, and eight liters of oil on the 180-kilometer round trip. It takes one-and-a-half hours for the drivers to prepare the train for the journey, stoking up the boiler to build up steam.",,,,,,2003 Photo Contest, 3rd prize, Science & Technology, Stories,,,,,,
,David I. Gross,"13 June, 2002",,"2003 Photo Contest, Science & Technology, Stories, 2nd prize","13 June, 2002
                                                    
                                Relatives of the missing protest for action outside parliament. Some 3,800 people are still missing in relation to the former armed conflict in Kosovo. Bereft families continue to seek information about the fate of their relatives. Forensic scientists helping to identify remains are hindered by the fact that many corpses are incomplete, and often the remains of a number of people are buried together.",,,,,,2003 Photo Contest, 2nd prize, Science & Technology, Stories,,,,,,
,Peter Essick,"05 April, 2001",National Geographic,"2003 Photo Contest, Science & Technology, Stories, 1st prize","05 April, 2001
                                                    
                                Spent nuclear reactor fuel is kept sealed in steel cylinders behind glass walls, at a government facility. A long-awaited cleanup is underway at 114 of the US's nuclear facilities. The nuclear age has produced 52,000 tons of spent fuel from commercial, military and research nuclear reactors, as well as some 91 million gallons of waste from plutonium processing - both are classified as high-level waste, the most dangerously radioactive kind. Radioactivity can last for millions of years. Depleted uranium, contaminated tools, and plutonium itself are among other products of the nuclear industry requiring safe storage. High-level waste in the USA is accumulating at a rate of more than 2,000 tons a year. In addition to waste storage, nuclear reactors must be decommissioned and contaminated soil and groundwater cleaned up.",,,,,,2003 Photo Contest, 1st prize, Science & Technology, Stories,,,,,,
,Qi Xiaolong,"01 January, 2002",Tianjin Daily,"2003 Photo Contest, Science & Technology, Singles, 3rd prize","01 January, 2002
                                                    
                                A patient is treated using acupuncture at the Ai Min Weight Reduction Clinic. The clinic, which is known for its high success rate, uses a synthesis of traditional Chinese medicine, dietary programs and exercise to achieve weight loss. Acupuncture is officially accepted as a technique for weight reduction in China, but is not common because the treatments are more time-consuming than other methods.",,,,,,2003 Photo Contest, 3rd prize, Science & Technology, Singles,,,,,,
,Sarah Leen,"07 April, 2002",for National Geographic,"2003 Photo Contest, Science & Technology, Singles, 2nd prize","07 April, 2002
                                                    
                                A silicone mask of the face of Cassandra Wheatley captures the texture and appearance of real skin. It is being held by the model herself, and was made by the British firm Hybrid Enterprises. She sat immobile for 40 minutes while technicians painted silicone material on to her face, then covered it in plaster to make a mold. A second, flexible, mold was made over this cast. The two surfaces were separated and liquid, flesh-toned silicone injected between them. Peeling away the flexible mold revealed the final mask. False hair was applied using hypodermic syringes. This technology is primarily used to create prosthetics for the film industry, but is also being considered for medical applications.",,,,,,2003 Photo Contest, 2nd prize, Science & Technology, Singles,,,,,,
,Matias Costa,"01 June, 2002",Agence Vu / Grazia Neri,"2003 Photo Contest, Science & Technology, Singles, 1st prize","01 June, 2002
                                                    
                                A premature baby, born after six months of pregnancy, is treated in an incubator at the Gregorio Marañón University General Hospital.",,,,,,2003 Photo Contest, 1st prize, Science & Technology, Singles,,,,,,
,Kristen Ashburn,"01 January, 2001",Contact Press Images,"2003 Photo Contest, Portraits, Stories, 3rd prize","01 January, 2001
                                                    
                                In 2002 Sub-Saharan Africa was home to an estimated 29.4 million people living with HIV/AIDS. There were approximately 3.5 million new infections in 2002. Zimbabwe, one of most severely affected countries, had a national adult HIV prevalence of 33.7 percent. Much of the support for people living with HIV, or who are ill with or bereaved by AIDS, comes from within family and community groups.",,,,,,2003 Photo Contest, 3rd prize, Portraits, Stories,,,,,,
,Brent Stirton,"01 January, 2002",Getty Images / RPM for Royal Geographic Society / Le Monde 2,"2003 Photo Contest, Portraits, Stories, 2nd prize","01 January, 2002
                                                    
                                January 1-5. Camaraderie and mutual support are reinforced by life in a communal hut. Boys belonging to the Xhosa ethnic group in South Africa are expected to undergo a circumcision ritual to mark the transition to manhood. Thousands of young men from all over the country, many of them leaving their city lives, attend circumcision schools such as this one. They are circumcised soon after arrival, and spend the next three to four weeks in seclusion with fellow initiates, learning Xhosa history and what is expected of them as an adult member of the tribe. A boy's stoicism during the ritual is considered an important part of his passage into adulthood. The ceremony also aims to instill a sense of heritage and tribal tradition, and village elders give the boys daily lessons through song and spoken word. At the end of the ceremony the boys attend a ritual bathing and are welcomed back into the Xhosa tribe as men. The ceremony is a highly private affair. The photographer was granted special access to this one by the king of the Xhosa people.",,,,,,2003 Photo Contest, 2nd prize, Portraits, Stories,,,,,,
,George Georgiou,"01 April, 2002",Panos Pictures,"2003 Photo Contest, Portraits, Stories, 1st prize","01 April, 2002
                                                    
                                A nurse relaxes in the reception room of a clinic in the spa town. Three years after the cease-fire in Serbia, the people in the region still suffer economic hardship and await further international aid. A perception that they have been betrayed by the West is growing, leading to a sense of isolation. Disillusionment that democracy is not producing the desired results appeared to express itself in voter apathy. Serbian presidential elections in October failed, and moved the country towards a political crisis. In February 2003 parliament voted to dissolve a 74-year-old federation, finally consigning the name 'Yugoslavia' to history. The federation was replaced by the two republics of the Union of Serbia and Montenegro, which share a common foreign and defense policy, but are otherwise independent.",,,,,,2003 Photo Contest, 1st prize, Portraits, Stories,,,,,,
,Bruce Davidson,"01 May, 2002",Magnum Photos for Newsweek,"2003 Photo Contest, Portraits, Singles, 3rd prize","01 May, 2002
                                                    
                                Actor Al Pacino at the National Arts Club in Manhattan, his hair cropped and bleached for the role of Roy Cohn in the film adaptation of Tony Kushner's Pulitzer Prize and Tony Award-winning play, 'Angels in America'. The role also required him to go on a strict diet.",,,,,,2003 Photo Contest, 3rd prize, Portraits, Singles,,,,,,
,Lars Krabbe,"24 September, 2002",Morgenavisen Jyllands-Posten,"2003 Photo Contest, Portraits, Singles, 2nd prize","24 September, 2002
                                                    
                                Silvio Berlusconi, Italian Prime minister, relaxes during a break at the Asian-European summit. The billionaire businessman and media magnate had shrugged off corruption allegations to win the premier's post the previous year. The aim of the conference was to bring together the 15 European Union member states with ten prominent Asian countries, in order to strengthen political, cultural and economic ties.",,,,,,2003 Photo Contest, 2nd prize, Portraits, Singles,,,,,,
,Brent Stirton,"27 September, 2002",Getty Images / RPM for UN Office for Humanitarian Affairs,"2003 Photo Contest, Portraits, Singles, 1st prize","27 September, 2002
                                                    
                                A 12-year-old former 'bushwife' in Sierra Leone. She was 10 when RUF rebels abducted her.
The soldiers used children and young women as porters, cooks and sex slaves, hence the term 'bushwife'. The scars on this girl's body are as a result of burns made by caustic soda. She was caught trying to escape and tortured as an example to other abductees. The long-running conflict in Sierra Leone finally came to an end in the first months of 2002, leaving many thousands of deeply traumatized women. With very few counseling services available, the women began to form their own groups to address their experiences.",,,,,,2003 Photo Contest, 1st prize, Portraits, Singles,,,,,,
,Peter Dench,"01 June, 2001",Independent Photographers Group,"2003 Photo Contest, People in the News, Stories, 3rd prize","01 June, 2001
                                                    
                                From festivals and picnics to pubs and private parties, alcohol is an integral part of British life. In November the government announced plans to end the long-standing law requiring pubs to close at 11pm. Proposed new licensing laws will allow 24-hour opening, yet will introduce a range of conditions to reduce anti-social behavior.",,,,,,2003 Photo Contest, 3rd prize, People in the News, Stories,,,,,,
,Bruno Stevens,"01 March, 2002",for Newsweek,"2003 Photo Contest, People in the News, Stories, 2nd prize","01 March, 2002
                                                    
                                Tension between Hindus and Muslims, a minority who form ten per cent of Gujarat's 50 million population, erupted in riots in the first part of the year. Communal violence has been spreading throughout the Indian state for decades, as the decline of the moderate Congress party led to the growth in popularity of Hindu nationalist political parties, which in turn opened the way to extreme nationalist groups and Muslim fundamentalism. In Ahmadabad, Hindus ransacked Muslim homes and businesses in reprisal for an earlier attack on a train carrying mainly Hindu pilgrims. Police were accused of not intervening effectively.",,,,,,2003 Photo Contest, 2nd prize, People in the News, Stories,,,,,,
,Carolyn Cole,"03 May, 2002",Los Angeles Times,"2003 Photo Contest, People in the News, Stories, 1st prize","03 May, 2002
                                                    
                                Israeli military forces occupied the city of Bethlehem on April 2, as part of Operation Defensive Shield. Palestinian militants, civilians and Palestinian police officers, sought refuge in the Church of the Nativity, which is built over the spot revered by Christians as the birthplace of Christ. The militants included men accused by Israel of direct involvement with terrorism, and a stand-off ensued which lasted for 39 days. Israeli snipers shot and killed eight men inside the compound before a settlement was reached in which 13 militants were exiled to Europe and 26 others were sent to the Gaza strip. The remaining people were freed.",,,,,,2003 Photo Contest, 1st prize, People in the News, Stories,,,,,,
,Pablo Martinez Monsivais,"07 May, 2002",The Associated Press,"2003 Photo Contest, People in the News, Singles, 3rd prize","07 May, 2002
                                                    
                                US Secretary of State Colin Powell receives a pat on the cheek from National Security Advisor Condoleezza Rice, in a rare off-guard moment in the Oval Office at the White House. They were attending face-to-face talks between President George W. Bush and the Israeli Prime minister Ariel Sharon. The meeting lasted more than an hour, but failed to bridge differences on major Middle East issues, such as the formation of a separate Palestinian state.",,,,,,2003 Photo Contest, 3rd prize, People in the News, Singles,,,,,,
,Jan Grarup,"01 June, 2002",Politiken / Rapho,"2003 Photo Contest, People in the News, Singles, 2nd prize","01 June, 2002
                                                    
                                Liberian refugees wait for transit permits to enter Sierra Leone and travel to safe camps away from the border region. They were fleeing Liberia during a civil war between rebel forces and the government of President Charles Taylor. Intense fighting in the border area led to some 8,500 people fleeing to Sierra Leone in late June. They included both Liberians and former Sierra Leonean refugees returning home after years of asylum in Liberia. Aid organizations struggled to cope with the influx, which included many who did not acquire permits and entered the country illegally.",,,,,,2003 Photo Contest, 2nd prize, People in the News, Singles,,,,,,
,Scott Lewis,"02 May, 2002",The News & Observer,"2003 Photo Contest, People in the News, Singles, 1st prize","02 May, 2002
                                                    
                                Yasser Arafat, Palestinian Authority Chairman, is driven away under security from his compound at the Mukatah. Israeli military forces had held him there under siege since late March. A deal exchanging prisoners for Arafat's freedom had been made between the Palestinian Authority and the Israeli government the night before. The siege marked the start of Operation Defensive Shield, which had the stated aim of putting an end to Palestinian suicide bombing. During the ensuing operation a number of West Bank cities were occupied. Israeli forces again besieged the compound on September 19, and blew up most of the complex, except for Arafat's immediate offices.",,,,,,2003 Photo Contest, 1st prize, People in the News, Singles,,,,,,
,Patrick Andrade,"15 February, 2002",Gamma for Newsweek,"2003 Photo Contest, Others, Singles, Individual awards","15 February, 2002
                                                    
                                A boy crouches beneath a truck to gather stray lumps of charcoal dropped during distribution by Red Cross workers in Kabul, Afghanistan. 

Twenty years of conflict have ravaged the country and made everyday life difficult, especially in Kabul and the densely populated south. Winter brought further difficulties to an already destitute population. Aid organizations implemented programs to help with reconstruction of the country, including rehabilitating the water supply and providing blankets, winter fuel and plastic sheeting.

Patrick Andrade: 'Residents of Kabul were lining up to receive their rations of charcoal and other aid – a cold and extremely dusty scene that left a black mask on everyone's face. Among the adults arguing over their place in line was a group of children who waited around the supply truck to dart in when pieces of coal fell from the bags as they were being unloaded. Two of the boys had found a place beneath the truck, out of sight, where they could sift through the sand without being confronted. Scared and choking from the dust, they filled their bags with scraps of charcoal for themselves and their families.' 
(World Press Photo retrospective Children's Jury exhibition, 2003)",,,,,,2003 Photo Contest, Individual awards, Others, Singles,,,,,,
,Nick Moir,"10 November, 2002",The Sydney Morning Herald,"2003 Photo Contest, Nature, Stories, 3rd prize","10 November, 2002
                                                    
                                Volunteer firefighters of the Rural Fire Service drive through flames to reach threatened properties in the Mittagong area.",,,,,,2003 Photo Contest, 3rd prize, Nature, Stories,,,,,,
,Jackie Ranken,"01 February, 2001",,"2003 Photo Contest, Nature, Stories, 2nd prize","01 February, 2001
                                                    
                                A mob of sheep is on the move beside rows of pine trees in the Goulburn area, where sheep and cattle grazing form the primary land use. Australia is a dry continent, in which water is precious and topsoil fragile. Deforestation and land clearance have led to soil erosion and problems with soil salinity. Deforested areas are being replanted with pine, one of the few trees that will grow in these denuded areas. Some environmentalists would prefer the use of native eucalyptus, as they recover better from fire and don't make the soil acidic. But pine trees grow faster, and if planted in rows more than five deep can offer farmers an economic payoff.",,,,,,2003 Photo Contest, 2nd prize, Nature, Stories,,,,,,
,Michael 'Nick' Nichols,"01 January, 2001",National Geographic,"2003 Photo Contest, Nature, Stories, 1st prize","01 January, 2001
                                                    
                                A Gelada Baboon, a grass-eating, baboon-sized primate that is the last of its genus, lives only in the Siemen mountains in the Ethiopian highlands. The male gelada has one chance in his lifetime to mate with females. Once he loses his dominant position, he will never get it back. A dominant male must mate with all females in the group to avoid being replaced.",,,,,"Camera
                                            Canon",2003 Photo Contest, 1st prize, Nature, Stories,,,,,,
,Michael Amendolia,"22 August, 2002",Network Photographers,"2003 Photo Contest, Nature, Singles, 3rd prize","22 August, 2002
                                                    
                                Kangaroos roam across Oley Station in drought-stricken New South Wales. In times of drought the animals move across the country in large groups, in search of water and food. The quest brings them into towns and on to cattle stations and sheep farms, where well-water is available and where they compete with the livestock for resources. This has led to an increasing demand by property owners for kangaroo populations to be culled. Culling is generally carried out by licensed 'harvesters', but meets opposition from animal rights activists.",,,,,,2003 Photo Contest, 3rd prize, Nature, Singles,,,,,,
,Carlos Spottorno,"07 December, 2002",,"2003 Photo Contest, Nature, Singles, 2nd prize","07 December, 2002
                                                    
                                An oil-spill volunteer assists in a clean-up operation. Some weeks earlier, the Bahamas-registered tanker Prestige, carrying 70,000 tons of heavy fuel oil, had begun to break up in bad weather, 250km off the coast. The Prestige was towed out to sea after both Spanish and Portuguese governments refused permission for the ship to enter their ports. At first, oil spillage was minimal, as most compartments remained intact. But six days later the tanker broke in half, its bow and stern sinking within hours of each other and releasing an oil slick nearly 200m wide and 30km long. The slick washed ashore within days, damaging a coast that was not only rich in wildlife, but along which whole communities depended on fishing for their livelihoods. Clean-up work was conducted largely by volunteers. Environmentalists accused the Spanish authorities of a slow response to the disaster.",,,,,,2003 Photo Contest, 2nd prize, Nature, Singles,,,,,,
,Antonin Kratochvil,"01 February, 2002",VII for Discover,"2003 Photo Contest, Nature, Singles, 1st prize","01 February, 2002
                                                    
                                A woman sells 'bushmeat' at a logging village on the fringes of the Ndoki national reserve. Animals hunted for bushmeat include antelope, crocodiles, elephant and primates. Over a million tons of wildlife, the equivalent of 4 million cattle, are killed annually in Central Africa alone, seriously depleting stocks of some species. Poorer rural peoples in the Congo Basin have traditionally relied on wildlife for between 60 per cent and 80 per cent of their protein. But in recent years hunting for bushmeat has accelerated beyond sustainable levels, as demand from cities and logging settlements has grown. Illegal commercial hunting has burgeoned, threatening a number of animal populations in the area. Species with slow reproductive patterns, such as gorillas and elephants, are especially threatened as they are often killed before reaching maturity.",,,,,,2003 Photo Contest, 1st prize, Nature, Singles,,,,,,
,Larry Towell,"01 May, 2002",Magnum Photos,"2003 Photo Contest, General News, Stories, Honorable mention","01 May, 2002
                                                    
                                Smoke stained wall where curtains used to hang in a house in Jenin Refugee Camp.
The invasion of Jenin refugee camp by the Israeli defense force in April was on a scale surpassing most other operations the Israelis had carried out since the the start of the Second Intifada in September 2000. Many homes were bulldozed, or scarred by shrapnel. Others were scorched by incendiary bombs that left household goods melted and charred. Over 140 houses were demolished and more than a quarter of the 14,000 Palestinians estimated to be living in the camp were left homeless.",,,,,,2003 Photo Contest, Honorable mention, General News, Stories,,,,,,
,Ami Vitale,"01 March, 2002",Getty Images,"2003 Photo Contest, General News, Stories, 3rd prize","01 March, 2002
                                                    
                                An ox walks through the ravaged streets of Ahmedabad in Gujarat, India. In February, the city was the scene of some of the worst communal violence in India for a decade. In retaliation for an earlier Muslim attack on a train carrying mainly Hindu pilgrims, which left 58 dead, people rampaged through city streets setting fire to Muslim homes and businesses. Violence continued into May. Thousands fled their homes, and the official death toll was over 900, though estimates by human rights groups placed the figure much higher.",,,,,,2003 Photo Contest, 3rd prize, General News, Stories,,,,,,
,Olivier Mirguet,"01 May, 2002",for Le Monde 2,"2003 Photo Contest, General News, Stories, 2nd prize","01 May, 2002
                                                    
                                A billboard depicting Mount Paektu, the legendary ancestral home of the Korean people and the present North Korean leader's official birthplace. There is no advertising in North Korea, but the government does use billboards in its own campaigns. After the Korean War, the then North Korean president Kim Il-sung introduced a socialist philosophy of Juche, or militant self-reliance. For decades North Korea was one of the world's most secretive societies, but in recent years relations with South relations were dealt a blow in late 2002 during controversy surrounding North Korea's alleged nuclear weapons program. Talks about re-opening road and rail links with South Korea stalled.",,,,,,2003 Photo Contest, 2nd prize, General News, Stories,,,,,,
,Jan Dago,"01 December, 2001",Magnum Photos / Alexia Foundation,"2003 Photo Contest, General News, Stories, 1st prize","01 December, 2001
                                                    
                                Members of former rival factions, now doing military service together, relax at the Bemguema training camp. A long-running war in Sierra Leone finally came to an end in the first months of 2002 as the UN, British armed forces, and government troops edged clashing factions towards a peace agreement. The UN supervised rebel disarmament, and democratic elections were held in May. The struggle for control of diamond mining and other natural resources had been a source of the conflict.",,,,,,2003 Photo Contest, 1st prize, General News, Stories,,,,,,
,Eric Grigorian,"22 June, 2002",Polaris Images,"2003 Photo Contest, General News, Singles, Honorable mention","22 June, 2002
                                                    
                                Qazvin, Iran.

A boy holds his dead father's trousers as he squats beside the spot where his father is to be buried, surrounded by soldiers and villagers digging graves for victims of an earthquake. 

The Changureh or Avaj earthquake, measuring 6.0 on the Richter scale, struck on 22 June 2002. Dozens of villages were destroyed and hundreds of people killed across the province.",,,,,,2003 Photo Contest, Honorable mention, General News, Singles,,,,,,
,Patrick Andrade,"15 February, 2002",Gamma for Newsweek,"2003 Photo Contest, General News, Singles, 3rd prize","15 February, 2002
                                                    
                                A boy crouches beneath a truck to gather stray lumps of charcoal dropped during distribution by Red Cross workers in Kabul, Afghanistan. 

Twenty years of conflict have ravaged the country and made everyday life difficult, especially in Kabul and the densely populated south. Winter brought further difficulties to an already destitute population. Aid organizations implemented programs to help with reconstruction of the country, including rehabilitating the water supply and providing blankets, winter fuel and plastic sheeting.

Patrick Andrade: 'Residents of Kabul were lining up to receive their rations of charcoal and other aid – a cold and extremely dusty scene that left a black mask on everyone's face. Among the adults arguing over their place in line was a group of children who waited around the supply truck to dart in when pieces of coal fell from the bags as they were being unloaded. Two of the boys had found a place beneath the truck, out of sight, where they could sift through the sand without being confronted. Scared and choking from the dust, they filled their bags with scraps of charcoal for themselves and their families.' 
(World Press Photo retrospective Children's Jury exhibition, 2003)",,,,,,2003 Photo Contest, 3rd prize, General News, Singles,,,,,,
,Vladimir Pirogov,"15 November, 2002",Moya Stolitsa / Reuters,"2003 Photo Contest, General News, Singles, 2nd prize","15 November, 2002
                                                    
                                A protestor is carried away by police. The demonstrators were calling for the impeachment of Askar Akaev, president of Kyrgyzstan. They blamed the government for taking no action against officials considered responsible for fatal shootings at an earlier demonstration. The march began at a town 20km from Bishkek, but was halted at the city limits. Police removed demonstrators to buses. They were taken to jail, and sent home a few days later.",,,,,,2003 Photo Contest, 2nd prize, General News, Singles,,,,,,
,Antonin Kratochvil,"01 May, 2002",VII for The New York Times Magazine,"2003 Photo Contest, General News, Singles, 1st prize","01 May, 2002
                                                    
                                In Burmese prisons inmates sit in leg irons in a labyrinth of wooden cages, forbidden to move from the lotus position. Burma briefly toppled Afghanistan as the globally dominant producer of opium when Afghan production dropped as a result of US military operations against the Taliban in 2001. The international community blamed the Burmese military regime and former rebels supported by the government for the spiraling drug traffic. But in January the authorities announced a crack down, handing out harsh penalties to drug runners.",,,,,,2003 Photo Contest, 1st prize, General News, Singles,,,,,,
,Heidi Bradner,"01 November, 2001",Panos Pictures,"2003 Photo Contest, Daily Life, Stories, 3rd prize","01 November, 2001
                                                    
                                Looking for the reindeer herd in a storm. Members of the 34,000-strong Nenets ethnic group lead a nomadic life. The Nenets' life revolves around raising reindeer. The men go out onto the tundra every day to herd the deer, which are trained to pull the sleds that transport each family's home and possessions. Reindeer provide food, clothing, transport and shelter to the Nenets, whose tepee-like tents, called chum, are made of reindeer pelts.",,,,,,2003 Photo Contest, 3rd prize, Daily Life, Stories,,,,,,
,Brenda Ann Kenneally,"01 April, 2000",for The New York Times Magazine,"2003 Photo Contest, Daily Life, Stories, 2nd prize","01 April, 2000
                                                    
                                Drew (14) draws on a joint of marijuana, while his mother Tata smokes crack. Since running into trouble over truancy, he feels that he and she are equal fugitives from the law, so no longer finds it necessary to hide his smoking. His mother has a long record of arrests and convictions for drug offences. Drew had to leave the family apartment where his father and four siblings lived because of problems connected with his truancy from school. He spent the next few years of his life moving around the neighborhood, sometimes staying with friends, sometimes with Tata in the rooms where she sold drugs and got high, occasionally in abandoned buildings where he looked after stray dogs. After helping his mother deal in drugs for a while, Drew later branched out on his own.",,,,,,2003 Photo Contest, 2nd prize, Daily Life, Stories,,,,,,
,Casper Dalhoff,"01 January, 2002",,"2003 Photo Contest, Daily Life, Stories, 1st prize","01 January, 2002
                                                    
                                Residents of Sølund, a special village in Denmark for people with a mental disability, live in small group homes and come and go freely within the community. Each group has its own management, which is responsible for a budget, hiring staff and coordinating with the rest of the village. Since 1998, Danish legislation has given disabled people rights to the same life-style and services as able-bodied people, and placed the obligation on local authorities to ensure this. The system has to adapt to the individual, rather than the individual being forced to adapt to the system. Sølund residents include people with Alzheimer's as well as those with autism, learning difficulties and psychiatric problems, ranging in ages from 18 to 100. A health-center in the grounds offers full medical services and therapy, and the village employs some 550 people overall for its 220 inhabitants.",,,,,,2003 Photo Contest, 1st prize, Daily Life, Stories,,,,,,
,Mona Reeder,"24 January, 2002",The Dallas Morning News,"2003 Photo Contest, Daily Life, Singles, 3rd prize","24 January, 2002
                                                    
                                Workers make clay bricks in a wood-burning kiln outside Kabul. After being fired in the kiln, the bricks are sun-dried, then loaded by hand into trucks. Many brick factories had been lying idle because conflict in Afghanistan had ravaged the economy. But as rehabilitation programs fostered rebuilding and the construction of schools, the brickyards began to re-open.",,,,,,2003 Photo Contest, 3rd prize, Daily Life, Singles,,,,,,
,Joachim Ladefoged,"24 April, 2002",Agence Vu for Geo,"2003 Photo Contest, Daily Life, Singles, 2nd prize","24 April, 2002
                                                    
                                Boys, reflected in the windscreen of a parked car, play in the streets. Once at the crossroads of ancient spice routes, Yemen has for centuries been a meeting-point for Africa, Asia and the Middle East. The country maintains much of its tribal character and many traditional ways. Blood feuds and vendettas between rival family groups still arouse local passions, and a number of foreigners have been kidnapped by groups making demands on the authorities. The Yemeni government has expressed support for the American campaign against terrorism, yet on the streets there have been public protests against such issues as Israel's occupation of the Palestinian territories.",,,,,,2003 Photo Contest, 2nd prize, Daily Life, Singles,,,,,,
,Christophe Gin,"01 July, 2002",Agence Vu for Cosmopolitan,"2003 Photo Contest, Daily Life, Singles, 1st prize","01 July, 2002
                                                    
                                Every night, 'Samantha', crosses from Surinam to work as a prostitute on the French Guianese side of the river Maroni. The banks of the Maroni river have become something of an El Dorado in recent years, after the local government began selling licenses for small scale mining, an expansion on existing commercial operations. Garimpeiros flocked from neighboring countries such as Brazil to prospect for gold, setting up camp on both sides of the river. Uncontrolled mining activity has disrupted local life, leading to increased violence, alcohol abuse and prostitution.",,,,,,2003 Photo Contest, 1st prize, Daily Life, Singles,,,,,,
,Patrick Andrade,"15 February, 2002",Gamma for Newsweek,"2003 Photo Contest, Children's Award, Singles, Individual awards","15 February, 2002
                                                    
                                A boy crouches beneath a truck to gather stray lumps of charcoal dropped during distribution by Red Cross workers in Kabul, Afghanistan. 

Twenty years of conflict have ravaged the country and made everyday life difficult, especially in Kabul and the densely populated south. Winter brought further difficulties to an already destitute population. Aid organizations implemented programs to help with reconstruction of the country, including rehabilitating the water supply and providing blankets, winter fuel and plastic sheeting.

Patrick Andrade: 'Residents of Kabul were lining up to receive their rations of charcoal and other aid – a cold and extremely dusty scene that left a black mask on everyone's face. Among the adults arguing over their place in line was a group of children who waited around the supply truck to dart in when pieces of coal fell from the bags as they were being unloaded. Two of the boys had found a place beneath the truck, out of sight, where they could sift through the sand without being confronted. Scared and choking from the dust, they filled their bags with scraps of charcoal for themselves and their families.' 
(World Press Photo retrospective Children's Jury exhibition, 2003)",,,,,,2003 Photo Contest, Individual awards, Children's Award, Singles,,,,,,
,Fernando Moleres,"01 August, 2002",,"2003 Photo Contest, Arts and Entertainment, Stories, 3rd prize","01 August, 2002
                                                    
                                A record 29,000 people from 20 different countries attended the annual Burning Man festival. Billed as a week-long celebration of art, counterculture and radical self-expression, the festival began in 1986 in San Francisco, but in 1990 moved to its present location. It culminates with the ceremonial torching of a gigantic wooden statue of a man.",,,,,,2003 Photo Contest, 3rd prize, Arts and Entertainment, Stories,,,,,,
,Alexandra Boulat,"01 January, 2002",VII for Paris Match,"2003 Photo Contest, Arts and Entertainment, Stories, 2nd prize","01 January, 2002
                                                    
                                At his studio on the Avenue Marceau, Yves Saint Laurent assesses one of the gowns to be presented at his last show. The veteran French designer closed his offices after 40 years as a leader on the fashion scene. He gave his final haute couture show at Centre Georges Pompidou in Paris in January.",,,,,,2003 Photo Contest, 2nd prize, Arts and Entertainment, Stories,,,,,,
,Peter Bialobrzeski,"01 January, 2001",Laif Photos & Reportagen for Geo,"2003 Photo Contest, Arts and Entertainment, Stories, 1st prize","01 January, 2001
                                                    
                                Neon Tigers: Hong Kong. Asian cityscapes have undergone radical change in recent years.",,,,,,2003 Photo Contest, 1st prize, Arts and Entertainment, Stories,,,,,,
,Paolo Porto,"01 February, 2002",for Compagnie Thor,"2003 Photo Contest, Arts and Entertainment, Singles, 3rd prize","01 February, 2002
                                                    
                                Ines Cera of the Belgian dance troupe Compagnie Thor improvises in the studio.",,,,,,2003 Photo Contest, 3rd prize, Arts and Entertainment, Singles,,,,,,
