title,photographer,shoot day,Publication agency/magazine,award,description,Shutter Speed,Focal length,F-Stop,ISO,Camera,contest_year,prize,genere,series,persons,organizations,tot_persons,tot_organizations,places,tot_places
,Dilip Mehta,"01 January, 1984",Contact Press Images,"1985 Photo Contest, Spot News, Stories, 2nd prize","01 January, 1984
                                                    
                                On December 3, a faulty valve at the Union Carbide pesticide plant caused highly toxic methyl isocyanate to escape and, for almost an hour, the gas formed a vast, dense fog of death that drifted toward Bhopal. More than 2500 people were killed, 150,000 people were treated at hospitals.",,,,,,1985 Photo Contest, 2nd prize, Spot News, Stories,set(),set(),0.0,0.0,{'Bhopal'},1.0
,James Nachtwey,"01 April, 1984",Black Star for Time,"1985 Photo Contest, Spot News, Stories, 1st prize","01 April, 1984
                                                    
                                A Contra fires a gun at troops of the Sandinista government from behind a tree during a battle at the Nicaraguan border town of San Juan del Norte. He was mortally wounded eventually and had to be carried away by comrades. He died a few hours later.

During a coordinated offensive by Contra's against the Sandinista government in Nicaragua, guerrillas of the Revolutionary Democratic Alliance (ARDE) stormed into the settlement of San Juan del Norte, a remote Nicaraguan village of some 950 people. Their main objective was to secure a toehold in the jungle fringes of Nicaraguan territory and to gain a port of entry for military supply. After three days of fighting, the ARDE contra's succeeded in overrunning 120 defenders of the government. 

ARDE claimed that their attack had been supported by mysterious gunfire from sea, which they put down to the Americans. US officials, however denied the claim. From 1982 onwards, several amendments had been passed by the US House of Representatives to limit US mingling in Nicaragua's civil war, prohibiting the federal government from providing military support for the purpose of overthrowing the Communist Sandinista regime.",,,,,,1985 Photo Contest, 1st prize, Spot News, Stories,set(),"{""ARDE contra's"", 'Contra', 'the US House of Representatives', 'the Revolutionary Democratic Alliance'}",0.0,4.0,"{'San Juan del Norte', 'US', 'Nicaragua'}",3.0
,James Nachtwey,"01 April, 1984",Black Star for Time,"1985 Photo Contest, Spot News, Singles, 3rd prize","01 April, 1984
                                                    
                                A Contra or anti-Sandinista guerrilla is mortally wounded by troops of the Sandinista government in jungle warfare around San Juan del Norte, Nicaragua, and carried away by his comrades.
During a coordinated offensive by Contra's against the Sandinista government in Nicaragua, guerrillas of the Revolutionary Democratic Alliance (ARDE) stormed into the settlement of San Juan del Norte, a remote Nicaraguan village of some 950 people. Their main objective was to secure a toehold in the jungle fringes of Nicaraguan territory and to gain a port of entry for military supply. After three days of fighting, the ARDE contra's succeeded in overrunning 120 defenders of the government.
ARDE claimed that their attack had been supported by mysterious gunfire from sea, which they put down to the Americans. US officials, however denied the claim. From 1982 onwards, several amendments had been passed by the US House of Representatives to limit US mingling in Nicaragua's civil war, prohibiting the federal government from providing military support for the purpose of overthrowing the Communist Sandinista regime.",,,,,,1985 Photo Contest, 3rd prize, Spot News, Singles,set(),"{""ARDE contra's"", 'Contra', 'the US House of Representatives', 'the Revolutionary Democratic Alliance'}",0.0,4.0,"{'San Juan del Norte', 'US', 'Nicaragua', 'Norte'}",4.0
,James Nachtwey,"01 April, 1984",Black Star for Time,"1985 Photo Contest, Spot News, Singles, 2nd prize","01 April, 1984
                                                    
                                Nicaraguan contra's of the ARDE movement carry a wounded comrade from the jungle. He was shot during a battle with troops of the Sandinista government in San Juan del Norte. He died a few hours later.
During a coordinated offensive by Contra's against the Sandinista government in Nicaragua, guerrillas of the Revolutionary Democratic Alliance (ARDE) stormed into the settlement of San Juan del Norte, a remote Nicaraguan village of some 950 people. Their main objective was to secure a toehold in the jungle fringes of Nicaraguan territory and to gain a port of entry for military supply. After three days of fighting, the ARDE contra's succeeded in overrunning 120 defenders of the government.
ARDE claimed that their attack had been supported by mysterious gunfire from sea, which they put down to the Americans. US officials, however denied the claim. From 1982 onwards, several amendments had been passed by the US House of Representatives to limit US mingling in Nicaragua's civil war, prohibiting the federal government from providing military support for the purpose of overthrowing the Communist Sandinista regime.",,,,,,1985 Photo Contest, 2nd prize, Spot News, Singles,set(),"{'Contra', 'the US House of Representatives', 'the Revolutionary Democratic Alliance', 'contra', ""ARDE contra's"", 'ARDE'}",0.0,6.0,"{'US', 'San Juan del Norte', 'San Juan', 'Nicaragua'}",4.0
,Pablo Bartholomew,"04 December, 1984",Gamma,"1985 Photo Contest, Spot News, Singles, 1st prize","04 December, 1984
                                                    
                                Bhopal, India 

A child killed by the poisonous methyl isocyanate gas leak during the Union Carbide chemical plant disaster in Bhopal, India.

The gas drifted over the densely populated neighborhoods around the plant, killing thousands of people immediately and creating a panic as tens of thousands of others tried to flee Bhopal. An estimated number of 15,000 people would eventually die of diseases directly related to the disaster. Many more survivors suffered from chronic disorders, such as respiratory problems and eye problems, caused by their exposure to the toxic gas.",,,,,,1985 Photo Contest, 1st prize, Spot News, Singles,set(),{'Union Carbide'},0.0,1.0,"{'India', 'Bhopal'}",2.0
,Dieter Menne,"22 September, 1984",Ruhr Nachrichten,"1985 Photo Contest, Sports, Stories, 3rd prize","22 September, 1984
                                                    
                                Pete Cabrinha (USA) loops with a surfboard at the Surf World Cup.",,,,,,1985 Photo Contest, 3rd prize, Sports, Stories,{'Pete Cabrinha'},set(),1.0,0.0,set(),0.0
,Bruce Chambers,"01 January, 1984",Long Beach Press-Telegram,"1985 Photo Contest, Sports, Stories, 2nd prize","01 January, 1984
                                                    
                                The Olympic 3000m fight between Mary Decker (USA) and Zola Budd (UK) ends in Decker's fall.",,,,,,1985 Photo Contest, 2nd prize, Sports, Stories,"{'Mary Decker', 'Zola Budd'}",{'Decker'},2.0,1.0,{'UK'},1.0
,José Azel,"01 January, 1984",Contact Press Images,"1985 Photo Contest, Sports, Stories, 1st prize","01 January, 1984
                                                    
                                The Summer Olympics: Balloons aloft during the opening ceremony of the 23rd Olympiad at the Los Angeles Coliseum.",,,,,,1985 Photo Contest, 1st prize, Sports, Stories,set(),{'the Los Angeles Coliseum'},0.0,1.0,set(),0.0
,José Azel,"01 August, 1984",Contact Press Images,"1985 Photo Contest, Sports, Singles, 3rd prize","01 August, 1984
                                                    
                                Swimming at the Summer Olympic Games: Start of the men's 100m backstroke.",,,,,,1985 Photo Contest, 3rd prize, Sports, Singles,set(),set(),0.0,0.0,set(),0.0
,José Azel,"11 August, 1984",Contact Press Images,"1985 Photo Contest, Sports, Singles, 2nd prize","11 August, 1984
                                                    
                                The Summer Olympic Games: Runners in the men's 1500m event stride past the Los Angeles Coliseum.",,,,,,1985 Photo Contest, 2nd prize, Sports, Singles,set(),{'the Los Angeles Coliseum'},0.0,1.0,set(),0.0
,David Burnett,"01 January, 1984",Contact Press Images,"1985 Photo Contest, Sports, Singles, 1st prize","01 January, 1984
                                                    
                                US track athlete Mary Decker falls during the 3000 meter race at the Summer Olympics in Los Angeles.",,,,,,1985 Photo Contest, 1st prize, Sports, Singles,{'Mary Decker'},set(),1.0,0.0,"{'US', 'Los Angeles'}",2.0
,Geoff Tompkinson,"01 January, 1984",Aspect Picture Library,"1985 Photo Contest, Science & Technology, Stories, 3rd prize","01 January, 1984
                                                    
                                The plant of Engelhard Industries is the first electronic scrap refinery in the world. It utilizes a unique combination of processes, equipment and computer-controlled technology which optimizes recovery efficiency and reduces atmospheric pollution.",,,,,,1985 Photo Contest, 3rd prize, Science & Technology, Stories,set(),{'Engelhard Industries'},0.0,1.0,set(),0.0
,Bill Strode,"01 January, 1984",Black Star for Humana,"1985 Photo Contest, Science & Technology, Stories, 1st prize","01 January, 1984
                                                    
                                Dr. William De Vries watches as William Schroeder is given a CAT scan. Dr. DeVries performed an artificial heart implantation on William Schroeder at the Humana Heart Centre.",,,,,,1985 Photo Contest, 1st prize, Science & Technology, Stories,"{'William Schroeder', 'DeVries', 'William De Vries'}","{'CAT', 'the Humana Heart Centre'}",3.0,2.0,set(),0.0
,Viktor Chernov,"01 January, 1984",RIA Novosti,"1985 Photo Contest, Science & Technology, Singles, 1st prize","01 January, 1984
                                                    
                                Professor Svyatoslav Fyodorov performs an eye operation.",,,,,,1985 Photo Contest, 1st prize, Science & Technology, Singles,{'Svyatoslav Fyodorov'},set(),1.0,0.0,set(),0.0
,Harry Benson,"01 January, 1984",Life,"1985 Photo Contest, People in the News, Stories, 3rd prize","01 January, 1984
                                                    
                                Children of US presidents. Jack Carter.",,,,,,1985 Photo Contest, 3rd prize, People in the News, Stories,{'Jack Carter'},set(),1.0,0.0,{'US'},1.0
,Gérard Rancinan,"01 January, 1984",Sygma,"1985 Photo Contest, People in the News, Stories, 2nd prize","01 January, 1984
                                                    
                                Scottish castles, their lords and their ghosts.",,,,,,1985 Photo Contest, 2nd prize, People in the News, Stories,set(),set(),0.0,0.0,set(),0.0
,Brian Lanker,"01 January, 1984",Sports Illustrated,"1985 Photo Contest, People in the News, Stories, 1st prize","01 January, 1984
                                                    
                                Portraits of the 1932 Los Angeles Olympic gold medal winners: Kusuo Kitamura (Japan), 1500m freestyle. At 14-years-old, he was the youngest male in any sport ever to earn a gold medal in an individual event.",,,,,,1985 Photo Contest, 1st prize, People in the News, Stories,set(),{'Kusuo Kitamura'},0.0,1.0,"{'Japan', 'Los Angeles'}",2.0
,Lynn Goldsmith,"01 January, 1984",Life,"1985 Photo Contest, People in the News, Singles, 3rd prize","01 January, 1984
                                                    
                                Michael Jackson during his 'Victory' tour.",,,,,,1985 Photo Contest, 3rd prize, People in the News, Singles,{'Michael Jackson'},set(),1.0,0.0,set(),0.0
,Christian Vioujard,"01 January, 1984",Gamma,"1985 Photo Contest, People in the News, Singles, 2nd prize","01 January, 1984
                                                    
                                President François Mitterand faces disapointing poll results.",,,,,,1985 Photo Contest, 2nd prize, People in the News, Singles,{'François Mitterand'},set(),1.0,0.0,set(),0.0
,Thomas Haley,"01 January, 1984",Sipa Press,"1985 Photo Contest, People in the News, Singles, 1st prize","01 January, 1984
                                                    
                                Victims of the poisonous gas leak in the Union Carbide chemical plant disaster.",,,,,,1985 Photo Contest, 1st prize, People in the News, Singles,set(),{'Union Carbide'},0.0,1.0,set(),0.0
,Sebastião Ribeiro Salgado,"01 January, 1984",Magnum Photos,"1985 Photo Contest, Others, Stories, Individual awards","01 January, 1984
                                                    
                                The refugee camps of Korem and Bathi in famine stricken Ethiopia.",,,,,,1985 Photo Contest, Individual awards, Others, Stories,set(),{'Korem and Bathi'},0.0,1.0,{'Ethiopia'},1.0
,Hans-Olav Forsang,"01 January, 1984",Verdens Gang,"1985 Photo Contest, Others, Singles, Individual awards","01 January, 1984
                                                    
                                At the height of the famine in Ethiopia a two-year-old girl weighs in 3,000 grams. At the hospital in Mekele, children were weighed every day to establish whether their bodies would be able to process any food.

Hans-Olav Forsang: 'I was sent to Ethiopia on assignment by my newspaper, Verdens Gang. At the time the world was becoming increasingly aware of the huge scale of the famine. Norway started the biggest aid campaign ever, and my eight-page picture story made a significant contribution. I remember thinking when I took this picture that my own daughter weighed 3,200 grams when she was born!'
(World Press Photo retrospective Children's Jury exhibition, 2003)",,,,,,1985 Photo Contest, Individual awards, Others, Singles,"{'Verdens Gang', 'Hans-Olav Forsang'}",{'World Press Photo'},2.0,1.0,"{'Norway', 'Mekele', 'Ethiopia'}",3.0
,José Azel,"11 August, 1984",Contact Press Images,"1985 Photo Contest, Others, Singles, Individual awards","11 August, 1984
                                                    
                                The Summer Olympic Games: Runners in the men's 1500m event stride past the Los Angeles Coliseum.",,,,,,1985 Photo Contest, Individual awards, Others, Singles,set(),{'the Los Angeles Coliseum'},0.0,1.0,set(),0.0
,Sebastião Ribeiro Salgado,"01 January, 1984",Magnum Photos,"1985 Photo Contest, Oskar Barnack Award, Stories, Individual awards","01 January, 1984
                                                    
                                The refugee camps of Korem and Bathi in famine stricken Ethiopia.",,,,,,1985 Photo Contest, Individual awards, Oskar Barnack Award, Stories,set(),{'Korem and Bathi'},0.0,1.0,{'Ethiopia'},1.0
,Dilip Mehta,"01 January, 1984",Contact Press Images,"1985 Photo Contest, News Feature, Stories, 3rd prize","01 January, 1984
                                                    
                                The body of assassinated Indian Prime Minister Indira Gandhi lies in state in the capital where the cremation ceremony takes place. She was assassinated on 31 October.",,,,,,1985 Photo Contest, 3rd prize, News Feature, Stories,{'Indira Gandhi'},set(),1.0,0.0,set(),0.0
,Sebastião Ribeiro Salgado,"01 January, 1984",Magnum Photos,"1985 Photo Contest, News Feature, Stories, 1st prize","01 January, 1984
                                                    
                                The refugee camps of Korem and Bathi in famine stricken Ethiopia.",,,,,,1985 Photo Contest, 1st prize, News Feature, Stories,set(),{'Korem and Bathi'},0.0,1.0,{'Ethiopia'},1.0
,David Burnett,"01 January, 1984",Contact Press Images for Time,"1985 Photo Contest, News Feature, Singles, 3rd prize","01 January, 1984
                                                    
                                A young girl at a camp for orphans in Ethiopia.",,,,,,1985 Photo Contest, 3rd prize, News Feature, Singles,set(),set(),0.0,0.0,{'Ethiopia'},1.0
,David Burnett,"01 January, 1984",Contact Press Images for Time,"1985 Photo Contest, News Feature, Singles, 2nd prize","01 January, 1984
                                                    
                                A desperate thirsty child in Korem refugee camp in Ethiopia.",,,,,"Camera
                                            Kodachrome 200",1985 Photo Contest, 2nd prize, News Feature, Singles,set(),set(),0.0,0.0,"{'Ethiopia', 'Korem'}",2.0
,Hans-Olav Forsang,"01 January, 1984",Verdens Gang,"1985 Photo Contest, News Feature, Singles, 1st prize","01 January, 1984
                                                    
                                At the height of the famine in Ethiopia a two-year-old girl weighs in 3,000 grams. At the hospital in Mekele, children were weighed every day to establish whether their bodies would be able to process any food.

Hans-Olav Forsang: 'I was sent to Ethiopia on assignment by my newspaper, Verdens Gang. At the time the world was becoming increasingly aware of the huge scale of the famine. Norway started the biggest aid campaign ever, and my eight-page picture story made a significant contribution. I remember thinking when I took this picture that my own daughter weighed 3,200 grams when she was born!'
(World Press Photo retrospective Children's Jury exhibition, 2003)",,,,,,1985 Photo Contest, 1st prize, News Feature, Singles,"{'Verdens Gang', 'Hans-Olav Forsang'}",{'World Press Photo'},2.0,1.0,"{'Norway', 'Mekele', 'Ethiopia'}",3.0
,Dieter Blum,"01 January, 1984",,"1985 Photo Contest, Nature, Stories, Honorable mention","01 January, 1984
                                                    
                                The Niger river is a lifeline of more than 50 million people.",,,,,,1985 Photo Contest, Honorable mention, Nature, Stories,set(),set(),0.0,0.0,set(),0.0
,Steve McCurry,"01 January, 1983",for National Geographic,"1985 Photo Contest, Nature, Stories, 1st prize","01 January, 1983
                                                    
                                Women seek shelter as a dust storm sears the arid plains of Rajasthan, India. For half the world's people, monsoons remain life's critical uncertainty with their destructive effects as well as blessings.",,,,,,1985 Photo Contest, 1st prize, Nature, Stories,set(),set(),0.0,0.0,"{'India', 'Rajasthan'}",2.0
,Yuri Kaver,"01 September, 1984",RIA Novosti,"1985 Photo Contest, Nature, Singles, 3rd prize","01 September, 1984
                                                    
                                Birch trees in the Orel or Oryol region in Russia.",,,,,,1985 Photo Contest, 3rd prize, Nature, Singles,set(),set(),0.0,0.0,"{'Orel', 'Russia'}",2.0
,Anatoly Iolis,"01 January, 1984",Kolos Publishing House,"1985 Photo Contest, Nature, Singles, 2nd prize","01 January, 1984
                                                    
                                Dogs chase their prey during a hunting trip.",,,,,,1985 Photo Contest, 2nd prize, Nature, Singles,set(),set(),0.0,0.0,set(),0.0
,Steve McCurry,"01 January, 1983",National Geographic / Magnum Photos,"1985 Photo Contest, Nature, Singles, 1st prize","01 January, 1983
                                                    
                                Women seek shelter as a dust storm sears the arid plains of Rajasthan, India.",,,,,,1985 Photo Contest, 1st prize, Nature, Singles,set(),set(),0.0,0.0,"{'India', 'Rajasthan'}",2.0
,Ronald G. Bell,"19 November, 1984",Press Association,"1985 Photo Contest, Humor, Singles, 3rd prize","19 November, 1984
                                                    
                                ""You!"". Princess Diana meets comedian Rowan Atkinson while greeting the cast of the 'Royal Variety' show backstage.",,,,,,1985 Photo Contest, 3rd prize, Humor, Singles,"{'Princess Diana', 'Rowan Atkinson'}",set(),2.0,0.0,set(),0.0
,James Nachtwey,"01 November, 1984",Black Star for Time,"1985 Photo Contest, Humor, Singles, 2nd prize","01 November, 1984
                                                    
                                A winner of Nicaragua's general elections of 4 November 1984 is thrown in the air by a cheering crowd in Matagalpa. The elections were won by the ruling Sandinista Front (FSLN).",,,,,,1985 Photo Contest, 2nd prize, Humor, Singles,set(),{'Sandinista Front'},0.0,1.0,{'Nicaragua'},1.0
,Theo Westenberger,"01 January, 1984",Life,"1985 Photo Contest, Humor, Singles, 1st prize","01 January, 1984
                                                    
                                Students of the School of American Ballet relax at the end of a strenuous day of practice.",,,,,,1985 Photo Contest, 1st prize, Humor, Singles,set(),{'the School of American Ballet'},0.0,1.0,set(),0.0
,Dilip Mehta,"01 January, 1984",Contact Press Images,"1985 Photo Contest, General News, Stories, 3rd prize","01 January, 1984
                                                    
                                The body of assassinated Indian Prime Minister Indira Gandhi lies in state in the capital where the cremation ceremony takes place. She was assassinated on 31 October.",,,,,,1985 Photo Contest, 3rd prize, General News, Stories,{'Indira Gandhi'},set(),1.0,0.0,set(),0.0
,Sebastião Ribeiro Salgado,"01 January, 1984",Magnum Photos,"1985 Photo Contest, General News, Stories, 1st prize","01 January, 1984
                                                    
                                The refugee camps of Korem and Bathi in famine stricken Ethiopia.",,,,,,1985 Photo Contest, 1st prize, General News, Stories,set(),{'Korem and Bathi'},0.0,1.0,{'Ethiopia'},1.0
,Hans-Olav Forsang,"01 January, 1984",Verdens Gang,"1985 Photo Contest, General News, Singles, 1st prize","01 January, 1984
                                                    
                                At the height of the famine in Ethiopia a two-year-old girl weighs in 3,000 grams. At the hospital in Mekele, children were weighed every day to establish whether their bodies would be able to process any food.

Hans-Olav Forsang: 'I was sent to Ethiopia on assignment by my newspaper, Verdens Gang. At the time the world was becoming increasingly aware of the huge scale of the famine. Norway started the biggest aid campaign ever, and my eight-page picture story made a significant contribution. I remember thinking when I took this picture that my own daughter weighed 3,200 grams when she was born!'
(World Press Photo retrospective Children's Jury exhibition, 2003)",,,,,,1985 Photo Contest, 1st prize, General News, Singles,"{'Verdens Gang', 'Hans-Olav Forsang'}",{'World Press Photo'},2.0,1.0,"{'Norway', 'Mekele', 'Ethiopia'}",3.0
,Lynn Johnson,"01 January, 1984",Black Star for Life,"1985 Photo Contest, Daily Life, Stories, 3rd prize","01 January, 1984
                                                    
                                Kenny (10) is fitted with a pair of artificial legs. He was born without legs, and struggles to live a rewarding life with the support of his father, mother, sister and his classmates.",,,,,,1985 Photo Contest, 3rd prize, Daily Life, Stories,{'Kenny'},set(),1.0,0.0,set(),0.0
,Gianfranco Gorgoni,"01 January, 1984",Contact Press Images,"1985 Photo Contest, Daily Life, Stories, 2nd prize","01 January, 1984
                                                    
                                A neon sign of Fidel Castro, near Havana. 25 years of Castro.",,,,,,1985 Photo Contest, 2nd prize, Daily Life, Stories,"{'Castro', 'Fidel Castro'}",set(),2.0,0.0,{'Havana'},1.0
,Steve McCurry,"01 January, 1984",for National Geographic,"1985 Photo Contest, Daily Life, Stories, 1st prize","01 January, 1984
                                                    
                                By rail across the Indian subcontinent: Through 103 tunnels in the Himalayan foothills.",,,,,,1985 Photo Contest, 1st prize, Daily Life, Stories,{'Himalayan'},set(),1.0,0.0,set(),0.0
,James Nachtwey,"01 January, 1984",Black Star for Time,"1985 Photo Contest, Daily Life, Singles, 3rd prize","01 January, 1984
                                                    
                                A young boy looks out from the ruins of a house, after a guerilla attack during the civil war in El Salvador.",,,,,,1985 Photo Contest, 3rd prize, Daily Life, Singles,set(),set(),0.0,0.0,{'El Salvador'},1.0
,Lajos Soós,"01 January, 1984",MTI,"1985 Photo Contest, Daily Life, Singles, 2nd prize","01 January, 1984
                                                    
                                Taking proper security measures.",,,,,,1985 Photo Contest, 2nd prize, Daily Life, Singles,set(),set(),0.0,0.0,set(),0.0
,Steve McCurry,"01 November, 1984",National Geographic / Magnum Photos,"1985 Photo Contest, Daily Life, Singles, 1st prize","01 November, 1984
                                                    
                                Members of the Farani family watch Pakistani TV in their tent in a refugee camp outside Peshawar, Pakistan. Farani, a successful Afghan businessman, and his family of six, fled the Afghan capital of Kabul for political reasons.",,,,,,1985 Photo Contest, 1st prize, Daily Life, Singles,set(),set(),0.0,0.0,"{'Peshawar', 'Pakistan', 'Kabul'}",3.0
,Hans-Olav Forsang,"01 January, 1984",Verdens Gang,"1985 Photo Contest, Children's Award, Singles, Individual awards","01 January, 1984
                                                    
                                At the height of the famine in Ethiopia a two-year-old girl weighs in 3,000 grams. At the hospital in Mekele, children were weighed every day to establish whether their bodies would be able to process any food.

Hans-Olav Forsang: 'I was sent to Ethiopia on assignment by my newspaper, Verdens Gang. At the time the world was becoming increasingly aware of the huge scale of the famine. Norway started the biggest aid campaign ever, and my eight-page picture story made a significant contribution. I remember thinking when I took this picture that my own daughter weighed 3,200 grams when she was born!'
(World Press Photo retrospective Children's Jury exhibition, 2003)",,,,,,1985 Photo Contest, Individual awards, Children's Award, Singles,"{'Verdens Gang', 'Hans-Olav Forsang'}",{'World Press Photo'},2.0,1.0,"{'Norway', 'Mekele', 'Ethiopia'}",3.0
,Geoff Tompkinson,"01 January, 1984",Aspect Picture Library,"1985 Photo Contest, Arts and Sciences, Stories, 3rd prize","01 January, 1984
                                                    
                                The plant of Engelhard Industries is the first electronic scrap refinery in the world. It utilizes a unique combination of processes, equipment and computer-controlled technology which optimizes recovery efficiency and reduces atmospheric pollution.",,,,,,1985 Photo Contest, 3rd prize, Arts and Sciences, Stories,set(),{'Engelhard Industries'},0.0,1.0,set(),0.0
,Henning Christoph,"01 January, 1984",,"1985 Photo Contest, Arts and Sciences, Stories, 2nd prize","01 January, 1984
                                                    
                                Robots operate in various German plants.",,,,,,1985 Photo Contest, 2nd prize, Arts and Sciences, Stories,set(),set(),0.0,0.0,set(),0.0
,Bill Strode,"01 January, 1984",Black Star for Humana,"1985 Photo Contest, Arts and Sciences, Stories, 1st prize","01 January, 1984
                                                    
                                Dr. William De Vries watches as William Schroeder is given a CAT scan. Dr. DeVries performed an artificial heart implantation on William Schroeder at the Humana Heart Centre.",,,,,,1985 Photo Contest, 1st prize, Arts and Sciences, Stories,"{'William Schroeder', 'DeVries', 'William De Vries'}","{'CAT', 'the Humana Heart Centre'}",3.0,2.0,set(),0.0
,Viktor Chernov,"01 January, 1984",RIA Novosti,"1985 Photo Contest, Arts and Sciences, Singles, 1st prize","01 January, 1984
                                                    
                                Professor Svyatoslav Fyodorov performs an eye operation.",,,,,,1985 Photo Contest, 1st prize, Arts and Sciences, Singles,{'Svyatoslav Fyodorov'},set(),1.0,0.0,set(),0.0
,José Azel,"11 August, 1984",Contact Press Images,"1985 Photo Contest, Amsterdam Olympic Award, Singles, Individual awards","11 August, 1984
                                                    
                                The Summer Olympic Games: Runners in the men's 1500m event stride past the Los Angeles Coliseum.",,,,,,1985 Photo Contest, Individual awards, Amsterdam Olympic Award, Singles,set(),{'the Los Angeles Coliseum'},0.0,1.0,set(),0.0
,Mustafa Bozdemir,"30 October, 1983",Hürriyet Gazetesi,"1984 Photo Contest, World Press Photo of the Year","30 October, 1983
                                                    
                                Koyunoren, Turkey.

Kezban Özer finds her five children who were buried alive after a magnitude-7.1 earthquake struck her village. The earthquake occurred at 5 a.m., when she and her husband were milking the cows and their children were sleeping. The earthquake destroyed 147 villages in the region and killed 1,336 people.",,,,,,1984 Photo Contest, World Press Photo of the Year,,,"{'Kezban Özer', 'Koyunoren'}",set(),2.0,0.0,{'Turkey'},1.0
,Yan Morvan,"01 January, 1983",Sipa Press,"1984 Photo Contest, Spot News, Stories, 3rd prize","01 January, 1983
                                                    
                                Beirut, once known as the Paris of the Middle East, was rapidly being reduced to ruins by rockets and artillery shells. Peaceful villages in the Chouf had also been razed to the ground, with the fighting extending to Tripoli.",,,,,,1984 Photo Contest, 3rd prize, Spot News, Stories,{'Beirut'},set(),1.0,0.0,"{'Tripoli', 'Paris'}",2.0
,Mehmet Umit Turpcu,"31 October, 1983",Hürriyet Gazetesi,"1984 Photo Contest, Spot News, Stories, 2nd prize","31 October, 1983
                                                    
                                The aftermath of an earthquake that hit a small cluster of houses in the hills. The quake left 500 of the 900 inhabitants dead.",,,,,,1984 Photo Contest, 2nd prize, Spot News, Stories,set(),set(),0.0,0.0,set(),0.0
,Michel Setboun,"01 January, 1983",Sipa Press,"1984 Photo Contest, Spot News, Stories, 1st prize","01 January, 1983
                                                    
                                Tens of thousands of migrant workers attracted by Nigeria's relative prosperity are forced to pack their belongings and leave as soon as possible - their departure a chaotic flight from the violent wave of xenophobic hatred. Many were happy to find a place on the crammed ships that sailed from Lagos into the Gulf of Guinea, while others waited resignedly for buses and lorries with too little room or made their way by foot back to their homelands.",,,,,,1984 Photo Contest, 1st prize, Spot News, Stories,{'Nigeria'},set(),1.0,0.0,{'Lagos'},1.0
,Bhawan Singh,"18 February, 1983",India Today,"1984 Photo Contest, Spot News, Singles, 3rd prize","18 February, 1983
                                                    
                                A woman overcome with grief at the death of her husband. He was one of thousands of Assamese slaughtered in one of the bloodiest racial conflicts in recent Indian history. Blinded by demands to oust 'foreigners', militants went on a rampage, killing more than 1,200 indiscriminately in the fields of the Nellie district.",,,,,,1984 Photo Contest, 3rd prize, Spot News, Singles,set(),set(),0.0,0.0,{'Nellie'},1.0
,Yan Morvan,"01 November, 1983",Sipa Press,"1984 Photo Contest, Spot News, Singles, 2nd prize","01 November, 1983
                                                    
                                Rescuers lift the body of an infant in the aftermath of a car bombing. Beirut, once known as the Paris of the Middle East, was rapidly being reduced to ruins by rockets and artillery shells. Peaceful villages in the Chouf had also been razed to the ground, with the fighting extending to Tripoli.",,,,,,1984 Photo Contest, 2nd prize, Spot News, Singles,set(),set(),0.0,0.0,"{'Tripoli', 'Paris', 'Beirut'}",3.0
,Mustafa Bozdemir,"30 October, 1983",Hürriyet Gazetesi,"1984 Photo Contest, Spot News, Singles, 1st prize","30 October, 1983
                                                    
                                Koyunoren, Turkey 

Kezban Özer finds her five children who were buried alive after a magnitude-7.1 earthquake struck her village. The earthquake occurred at 5 a.m., when she and her husband were milking the cows and their children were sleeping. The earthquake destroyed 147 villages in the region and killed 1,336 people.",,,,,,1984 Photo Contest, 1st prize, Spot News, Singles,{'Koyunoren'},set(),1.0,0.0,{'Turkey'},1.0
,Lajos Weber,"01 January, 1983",MTI,"1984 Photo Contest, Sports, Stories, Honorable mention","01 January, 1983
                                                    
                                'Aerial gymnastics': athletes suspended in air during the 22nd World Artistic Gymnastics Championships in Budapest, Hungary.",,,,,,1984 Photo Contest, Honorable mention, Sports, Stories,set(),set(),0.0,0.0,"{'Budapest', 'Hungary'}",2.0
,Valery Zufarov,"01 July, 1983",ITAR-TASS,"1984 Photo Contest, Sports, Stories, 2nd prize","01 July, 1983
                                                    
                                Former world record holder in the super heavyweight category, Vladimir Marchuk tries in vain to battle his record weight during the Summer Spartakiade.",,,,,,1984 Photo Contest, 2nd prize, Sports, Stories,{'Vladimir Marchuk'},set(),1.0,0.0,set(),0.0
,Gérard Rancinan,"01 September, 1983",Sygma,"1984 Photo Contest, Sports, Stories, 1st prize","01 September, 1983
                                                    
                                Athletes prepare for the Olympic Games.",,,,,,1984 Photo Contest, 1st prize, Sports, Stories,set(),set(),0.0,0.0,set(),0.0
,Sergei Kivrin,"01 July, 1983",Soviet Union Magazine,"1984 Photo Contest, Sports, Singles, Honorable mention","01 July, 1983
                                                    
                                Opening ceremony of the Spartakiade.",,,,,,1984 Photo Contest, Honorable mention, Sports, Singles,{'Spartakiade'},set(),1.0,0.0,set(),0.0
,Igor Utkin,"01 January, 1983",ITAR-TASS,"1984 Photo Contest, Sports, Singles, 3rd prize","01 January, 1983
                                                    
                                Field hockey goalkeeper.",,,,,,1984 Photo Contest, 3rd prize, Sports, Singles,set(),set(),0.0,0.0,set(),0.0
