,id,photographer,nationality,description,persons,tot_persons,organizations,tot_organizations,places,tot_places
1467,1467,Mary Ellen Mark,USA,,set(),0,set(),0,set(),0
1468,1468,Mary F. Calvert,USA,"Calvert believes that journalists have a duty to shine a light into the deepest recesses of the human experience and provide a mirror for society to examine itself. Mary has been focusing her journalistic attention on the continually under-reported relegation and abuse of women in the US Armed Forces. Her work “Sexual Assault in America’s Military” was awarded 1st Prize, Long Term Projects in the 2016 World Press Photo Contest and a 2016 Getty Grant in Editorial Photography. “The Battle Within: Sexual Assault in America’s Military” has been awarded the 2015 and 2014 National Press Photographers Association, Cliff Edom New America Award and the 2013 the Canon Female Photojournalist Award. The resulting work was featured in a solo exhibition at the 2014 Visa Pour L’Image, International Festival of Photojournalism in Perpignan, France. In 2014 Calvert was the recipient of the Alexia Foundation Women’s Initiative Grant for her project “Missing in Action: Homeless Women Veterans,” and in 2015, she was awarded the 2015 W. Eugene Smith Memorial Fund Fellowship. She has won the Robert F. Kennedy Journalism Award twice and is a two-time Pulitzer Prize finalist in Feature Photography.

World Press Photo Involvement: 
Award-winning photographer 2016 Photo Contest
Award-winning photographer 2019 Photo Contest

Mary F. Calvert on Social Media: 
Instagram: @maryfcalvert
Twitter: @maryfcalvert

  Photo credit: Joseph M. Eddins, Jr","{'W. Eugene Smith Memorial Fund Fellowship', 'Jr', 'Joseph M. Eddins', 'Calvert', 'Mary F. Calvert'}",5,"{'Feature Photography', 'the US Armed Forces', 'National Press Photographers Association', 'Photo Contest', '@maryfcalvert', 'the Alexia Foundation Women’s', 'Social Media'}",7,"{'America', 'Perpignan', 'France'}",3
1469,1469,MaryAnne Golon,USA,"MaryAnne Golon is director of photography at The Washington Post and was Time magazine's director of photography until 2008. She also co-managed the international news weekly’s photography department for more than 15 years, winning scores of awards. She has served as both jury member and chair for the World Press Photo Contest, in 2008 and 2009 respectively.",{'Golon'},1,"{'Time', 'The Washington Post', 'the World Press Photo Contest'}",3,set(),0
1470,1470,Masahiko Ohki,Japan,,set(),0,set(),0,set(),0
1471,1471,Mashid Mohadjerin,Iran,,set(),0,set(),0,set(),0
1472,1472,Massimo Berruti,Italy,"Massimo Berruti was born in Rome in 1979 and became interested in documentary photography for the first time in 2003, while he was at university. He left university in 2004 and took part in a collective project on the cultural and industrial crisis in Italy. This led to the book Made in Italy, published in 2006. In 2007 he was one of the 20 photographers worldwide selected by the Italian Ministry of Artistic/Cultural Heritage and Activities for a reportage on the status of the Italian heritage and landscapes. Since 2008, he has worked in central Asia, focusing on the changing society in Pakistan. His work has appeared in major Italian and international publications, such as l'Espresso, Vanity Fair, Internazionale, Paris Match, Le Monde2, The Independent, Time, Newsweek and The Wall Street Journal. Berruti was a member of the 2008 Joop Swart Masterclass, and won a World Press Photo award in 2007. Other honors include two POYi prizes, a Visa D'Or Young Reporter Award in 2009 and two IPA (International Photography Awards). His work has appeared in exhibitions at Lumix, Visa Pour l'Image and Noorderlicht, among others. From 2005 to 2009, Berruti was represented by the Grazia Neri Photo Agency and in 2008 joined Agence Vu as a member photographer.","{'Paris Match', 'Massimo Berruti', ""Visa Pour l'Image"", 'Joop Swart Masterclass', 'Award'}",5,"{'Time', ""l'Espresso"", 'Le Monde2', 'Newsweek', 'The Wall Street Journal', 'Noorderlicht', 'Vanity Fair', 'International Photography Awards', 'Lumix', 'the Grazia Neri Photo Agency', 'Agence', 'Visa', 'IPA', 'the Italian Ministry of Artistic/Cultural Heritage and Activities'}",14,"{'Berruti', 'Pakistan', 'Rome', 'Internazionale', 'Italy'}",5
1473,1473,Massimo Mastrorillo,Italy,,set(),0,set(),0,set(),0
1474,1474,Massimo Sciacca,Italy,,set(),0,set(),0,set(),0
1475,1475,Massimo Sestini,Italy,,set(),0,set(),0,set(),0
1476,1476,Massimo Siragusa,Italy,,set(),0,set(),0,set(),0
1477,1477,Massoud Hossaini,Afghanistan,"Massoud Hossaini was born in Kabul in 1981, during the Soviet occupation of Afghanistan. His father’s opposition to the Afghan communist regime meant the family had to flee the country, to Iran, when Hossaini was six months old. After finishing high school in 1996, Hossaini joined the Iranian reformist movement as a political activist. After a while, he realized that he should be recording the historical events that were going on around him, and chose photography as the means of doing so.

	As a refugee himself, it was too difficult and dangerous to risk photographing in the streets of Iran, so he decided to focus on fellow Afghans sheltering in Iran. He was documenting the life of refugees in Mashhad, Iran’s second-largest city, when the events of 11 September 2001 changed his direction completely. Hossaini decided to go back to Afghanistan, at the beginning of 2002, where he joined Aina, an organization aimed at training people in media and communication skills, founded by National Geographic Fellow and photojournalist, Reza Deghati. He learned his photography skills from Reza’s brother, Manoocher Deghati, and was soon being given professional assignments. Hossaini joined Agence France-Presse (AFP) in 2007, and covered the war in Afghanistan, part of the time embedded with US troops. In doing this, he traveled to isolated villages, where he also documented local life. Hossaini’s work has twice been exhibited in Berlin, and he is currently still an AFP photographer in Afghanistan.","{'Aina', 'Reza Deghati', 'Hossaini', 'Massoud Hossaini', 'Manoocher Deghati'}",5,"{'AFP', 'Agence France-Presse', 'National Geographic Fellow'}",3,"{'Afghanistan', 'Kabul', 'US', 'Berlin', 'Iran', 'Mashhad'}",6
1478,1478,Mat Jacob,France,,set(),0,set(),0,set(),0
1479,1479,Matan Rochlitz,none,"Matan is an award-winning documentary filmmaker born and raised in Rome, Italy. He has been living in London since 2007. He has made films for Al-Jazeera English, Channel 4, BBC2 and others.",set(),0,"{'Channel 4', 'Matan', 'Al-Jazeera English', 'BBC2'}",4,"{'London', 'Rome', 'Italy'}",3
1480,1480, Mathias Braschler & Monika Fischer,Switzerland,,set(),0,set(),0,set(),0
1481,1481,Mathieu Willcocks,UK,"He started in photography after an internship at the VII Photo Agency in Paris in 2012, during which he started shooting assignments for The New York Times. He obtained a MA in photojournalism and documentary photography at the London College of Communication in 2013. Upon graduating, he moved to Myanmar where he covered the various aspects and consequences of the country’s recent development. There he continued shooting for The New York Times, as well as other publications, in Myanmar and across southeast Asia. Since the summer of 2016, and a relocation to Scotland, he has been working onboard the Topaz Responder, one of MOAS’ (Migrant Offshore Aid Station) rescue ships in the Mediterranean. He has photographed the plight of migrants attempting the crossing from Libya to Italy for many months and this project is still ongoing.",set(),0,"{'MOAS’ (Migrant Offshore Aid Station', 'The New York Times', 'the London College of Communication', 'MA', 'the VII Photo Agency', 'the Topaz Responder'}",6,"{'Libya', 'Paris', 'Myanmar', 'Scotland', 'Italy'}",5
1482,1482,Matias Costa,Argentina,,set(),0,set(),0,set(),0
1483,1483,Matic Zorman,Slovenia,"His professional career in photojournalism began in 2008, by contributing to a variety of Slovenian newspapers and magazines on a daily basis. Since documenting the aftermath of the Palestinian-Israeli conflict in Gaza for the first time in 2010, he has focused on unveiling and highlighting the humanitarian issues that remain hidden in one of most reported conflicts. Passionate about documentary projects and reporting conflict through personal stories of those affected by it, Matic is motivated to fight omnipotent apathy by putting a face on victims whose stories would otherwise be reported as a statistic. Matic sees personal stories as crucial to involve in his work, for better understanding of the multi-layered consequences of conflicts and social issues. He was selected in the roster of Emerging Talents by Reportage by Getty Images in 2013 and attended the NOOR-Nikon Masterclass in Belgrade in 2015. His work has been published in The Washington Post, The Independent, National Geographic Slovenia and other publications. Matic received “Media Watchdog” title of honour for his exceptional work in press photography by The Slovene Association of Journalists in late 2015. Among other recognitions, his imagery and reportage was awarded at the Balkan Photo Festival in 2016, and in 2015 he was shortlisted for “Magnum Photos 30 under 30” for reportage “Give Me Liberty or Give Me Death” which also received a third place in “Top News at The Andrei Stenin International Press Photo Award” in 2015. At Slovenia Press Photo his work was selected for the best photo of the year in 2015, and best reportage in 2012.",set(),0,"{'The Washington Post', 'the Balkan Photo Festival', 'The Independent,', 'Slovenia Press Photo', 'National Geographic Slovenia', 'The Slovene Association of Journalists', 'Emerging Talents by Reportage'}",7,"{'Belgrade', 'Gaza'}",2
1484,1484,Matjaz Krivic,Slovenia,"For 22 years, he has covered the face of the earth in his intense, personal and aesthetically moving style that has won him several prestigious awards.? He has made the road his home, and most of the time you can find him traveling with his camera somewhere between Sahara and Himalaya. He has portrayed poor parts of the world characterized by traditions, social unrest and religious devotion. His photographs sensitively reflect the images of the marginal world—the voices of the neglected.",{'Himalaya'},1,set(),0,set(),0
1485,1485,Matt Black,none,,set(),0,set(),0,set(),0
1486,1486,Matt Daniels,United States,"Matt Daniels is a creative technologist and journalist who creates projects about debated ideas in culture.

He is one of the founding members of The Pudding, a publication for visual essays. 

In 2020, Daniels’ work on falsetto in music received an Emmy nomination. 

World Press Photo Involvement:
2021 Digital Storytelling Contest winner

Matt Daniels on Social Media:
Twitter: @matthew_daniels",{'Matt Daniels'},1,"{'Social Media', 'Daniels'}",2,{'Pudding'},1
1487,1487,Matt Ford,USA,"Matt Ford is the interactive media director and co-founder of Vignette Interactive. Matt is an avid experimenter of new forms of visual storytelling. For six years he worked as a multimedia journalist for The Associated Press covering the 2008 U.S. presidential election, the Arab Spring, and the wars in Iraq and Afghanistan. His explorations in multimedia storytelling received awards and honors from The Webby Awards, The Society of News Design, The Murrow Awards, The NPPA and more. Before journalism, Matt worked in the Los Angeles film industry as a set and studio lighting technician on productions such as Spiderman 2 and The West Wing.","{'Matt Ford', 'Matt'}",2,"{'The Murrow Awards', 'The Associated Press', 'Vignette Interactive', 'The Society of News Design'}",4,"{'Afghanistan', 'Iraq', 'Los Angeles', 'The West Wing', 'U.S.', 'the Arab Spring'}",6
1488,1488,Matt Herron,USA,,set(),0,set(),0,set(),0
1489,1489,Matt McClain,USA,,set(),0,set(),0,set(),0
1490,1490,Matteo Delbò,none,,set(),0,set(),0,set(),0
1491,1491,Matteo Moretti,none,"He is currently working on his PhD at the Inter-Action Department of Computer Science of Trento. There Moretti researches visual journalism methods and practices working with transdisciplinary teams to communicate the complexity of social phenomena in a more transparent and engaging information, to a broader audience. Matteo is a TEDx speaker, World Press Photo Jury member, Visualized.io speaker, awarded with the Data Journalism Award and European Design Award.",set(),0,"{'the Inter-Action Department of Computer Science of Trento', 'the Data Journalism Award', 'World Press Photo Jury', 'Matteo'}",4,set(),0
1492,1492,Matthew Abbott,Australia,"Matthew Abbott (1984) is a documentary photographer based in Sydney, recognized for photographing social, cultural and political stories covering contemporary suburban and regional Australia. 

Abbott is interested in intimate storytelling, shining a light on quiet moments that usually go unseen. He believes that storytelling works best when it comes from a close connection to its subjects. 

He is a regular contributor to The New York Times. His work has been recognised through a number of prestigious awards, including winning the inaugural 2019 Rust Belt Biennale and the 2018 and 2019 Nikon-Walkley Journalism Award for Australian Daily life. 

Abbott studied International Photojournalism at the Danish School of Journalism and completed a Masters of Arts at Sydney University. 

He is represented internationally by Panos Pictures, and is a current member of the Oculi collective, a co-operative of Australian visual storytellers. 

World Press Photo Involvement:
6x6 Global Talent Program: South East Asia and Oceania
Award-winning photographer 2020 Photo Contest

Matthew Abbott on Social Media:
Instagram: @mattabbottphoto
Twitter: @mattabbottphoto
  Image credit: Anna-Lena Roth","{'Twitter', 'Anna-Lena Roth', 'Matthew Abbott'}",3,"{'Panos Pictures', 'Nikon-Walkley Journalism Award for', '@mattabbottphoto', 'Sydney University', 'Global Talent Program', 'Social Media', 'The New York Times'}",7,"{'Sydney', 'Australia', 'Oculi', 'Oceania', 'Abbott'}",5
1493,1493,Matthieu Paley,none,"Over the last 17 years, Matthieu’s passion for the human nature has taken him all over the world. He likes to focus his camera on regions that are misrepresented or misunderstood. Matthieu also uses video and writing to open people’s eyes on our common humanity. He has published several books of his work (on Afghanistan’s Pamir mountains, Mongolia, Siberia and on the Evolution of Diet) and his fine-art images have been shown in solo exhibitions worldwide. Over the course of his career, Matthieu has learned six languages, feeding his passion to connect with the people he meets and helping him to instill a sense of intimacy into his images.",{'Pamir'},1,"{'the Evolution of Diet', 'Matthieu'}",2,"{'Mongolia', 'Afghanistan'}",2
1494,1494,Mattia Insolera,Italy,,set(),0,set(),0,set(),0
1495,1495,Mattias Klum,Sweden,"Mattias Klum was born in Uppsala, Sweden in 1968. He started taking pictures as a teenager, and since 1986 has worked full-time as a freelance photographer, portraying animals, plants, natural and cultural settings, through articles, books, films and exhibitions. Expeditions have taken him across the planet, from Borneo and Brunei to Mongolia, Thailand and Rwanda. His work has appeared in international publications such as National Geographic, Geo, Terre Sauvage, Der Spiegel and The New York Times. His first story with National Geographic in 1997 made him the first Swede ever to have his work on the cover. Klum has published ten books to date, including, When the Mist Rises (Panda Book of the Year in 1993), A Journey Through Sweden, Borneo Rainforest (Panda Book of the Year in 1998), and The Secret of Africa. He has also produced documentary films, including Borneo's Rainforest, The Brittle Thread (on Asia's last lions) and The Linnaeus Expedition (across seven continents). His numerous awards include a medal from the King of Sweden for his work as a nature photographer. Klum also lectures worldwide, and in 2007 founded Terre Grande Publishing.","{'Klum', 'Terre Sauvage', 'Mattias Klum', 'Borneo Rainforest', 'Der Spiegel'}",5,"{""Borneo's Rainforest"", 'the King of Sweden', 'Terre Grande Publishing', 'The Linnaeus Expedition', 'National Geographic', 'The New York Times'}",6,"{'Sweden', 'Uppsala', 'Mongolia', 'Thailand', 'Rwanda', 'Brunei', 'Borneo'}",7
1496,1496, Matuschka,USA,,set(),0,set(),0,set(),0
1497,1497,Mauricio Lima,Brazil,"He graduated with a degree in Communications from PUC University (1996-2001), in addition to photojournalism studies at Senac Institute, in 1998. As a documentary photographer, he has focused his career on social issues that may turn into humanitarian crisis and daily life in the aftermath of hostile situations, in parallel of frequent contributions to The New York Times, among other clients. He started his career as a trainee photographer in 1999 for a local sports newspaper in São Paulo, before being invited to join Agence France-Presse as a staff-contract for almost 11 years. He decided to work independently since early 2011.",set(),0,"{'Senac Institute', 'Agence France-Presse', 'The New York Times', 'PUC University'}",4,{'São Paulo'},1
1498,1498,Max Duncan,none,"He previously worked for five years as a video journalist for Reuters news agency, covering China and the rest of Asia from Beijing. His work focusing on human rights, environmental issues and the arts has received several awards, support from the Pulitzer Centre and been exhibited at the UK's Tate Modern gallery.",set(),0,"{'Tate Modern', 'Reuters'}",2,"{'Beijing', 'China', 'UK'}",3
1499,1499,Max Aguilera-Hellweg,USA,,set(),0,set(),0,set(),0
1500,1500,Max Alpert,Soviet Union,"The Soviet photojournalist Max Alpert (1899-1980) started his career at the Rabochaya Gazeta. In the 1930s, he worked as a photo editor for the newspaper Pravda and other publications. During the Second World War, Alpert worked for the TASS agency and for the Soviet Information Bureau. His war photos were widely used for Soviet propaganda purposes both at home and abroad. After the war, he joined RIA Novosti agency, where he stayed for many years. ","{'Alpert', 'Max Alpert'}",2,"{'TASS', 'the Soviet Information Bureau', 'Pravda', 'RIA Novosti'}",4,set(),0
1501,1501,Max Pam,Australia,"Max Pam is passionate about life, travel and photography -- for him they are inseparable. Travel has been the catalyst for the creation of his compelling images since the 1960s and the images he has produced providing an intimate journal of his life. As a teenager Pam found post-war suburban Melbourne grim, oppressive and culturally isolated. He found refuge in the counter-culture of surfing and the imagery of National Geographic and Surfer magazine and became determined to travel overseas.  Pam left Australia at 20, after accepting a job as a photographer assisting an astrophysicist. Together, the pair drove a Volkswagen from Calcutta to London. This adventure proved inspirational and travel has remained a crucial and continuous link to Pam's creative and personal development. Pam's work takes the viewer on compelling journeys around the globe.  His extensive work in Asian counties is well represented in major collections and books as are his travels in Europe and Australia and into the rich and diverse Indian Ocean Rim cultures including India, Pakistan, Myanmar, Yemen, The Republic of Tanzania, Mauritius, Madagascar, the Cocos and Christmas Islands. These images leave the viewer, as Tim Winton said in Pam’s award-winning book Going East, “...grateful for having been taken so mysteriously by surprise and so far and sweetly abroad.”  His book Going East was featured in Phaidon’s History of the Photobook Vol 2 in 2006. His prints are in national and private collections in Australia, France, Great Britain Italy and Japan. Some of the published books on Max Pam’s work include: Max Pam (1999), Ethiopia (1999), and Indian Ocean Journals (2000). But it was his first, Going East: Twenty Years of Asian Photography, that won the most prestigious European book award, the Grand Prix du Livre Photographique, in 1992. His most recent book Atlas Monographs (2009) won the International Photo Book Prize at Photoespana in Madrid in 2010. Pam currently teaches photomedia at Edith Cowan University, Perth, Western Australia.","{'Tim Winton', 'Max Pam', 'Surfer', 'Max Pam’s'}",4,"{'Asian Photography', 'Western Australia', 'Phaidon’s History of the Photobook Vol 2', 'Edith Cowan University', 'Calcutta', 'Mauritius', 'National Geographic', 'Volkswagen', 'the International Photo Book Prize'}",9,"{'London', 'Madrid', 'India', 'Ethiopia', 'Photoespana', 'Perth', 'Pakistan', 'France', 'Madagascar', 'Melbourne', 'Myanmar', 'Great Britain', 'Japan', 'Cocos', 'Australia', 'The Republic of Tanzania', 'Christmas Islands', 'Yemen', 'Italy'}",19
1502,1502,Max Rossi,Italy,,set(),0,set(),0,set(),0
1503,1503,Max Scheler,Germany,,set(),0,set(),0,set(),0
1504,1504,Maximilian Mann,Germany,Image credit: Johannes Glinka,{'Johannes Glinka'},1,set(),0,set(),0
1505,1505,May Abdalla,none,"She has worked on immersive parties, night time romps through the Tower of London, as well as the the award-winning Door Into The Dark, a giant sensory journey into darkness exploring what it means to be lost. Abdalla has been commissioned by the BBC, Channel 4 and Al Jazeera English to make documentary films around the world. She spent a year following school children in Damascus for BBC 4, as well as a year on the streets of Cairo following the revolution. She is presently working on a film about the future sovereignty of the North Pole. May also works at BBC Arabic as an executive producer on digital storytelling projects.",set(),0,"{'Channel 4', 'Al Jazeera', 'BBC', 'BBC 4'}",4,"{'Cairo', 'Damascus'}",2
1506,1506,Maya Alleruzzo,United States,"Maya Alleruzzo is an American photojournalist with the Associated Press based in the Middle East.

She has worked extensively in Iraq, beginning in 2003 during the United States invasion of the country until American troops formally left in 2011. Since the Islamic State’s ascent in 2014, she has documented the group’s destructive legacy in Iraq and Syria.

World Press Photo Involvement:
2021 Photo Contest award-winning photographer

Maya Alleruzzo on Social Media:
Instagram: @mayaalleruzzo
Twitter: @mayaalleruzzo Image credit: Maya Alleruzzo/The Associated Press","{'Maya Alleruzzo/', 'Maya Alleruzzo'}",2,"{'@mayaalleruzzo Image', 'World Press Photo Involvement', 'Social Media', 'The Associated Press', 'the Associated Press', '@mayaalleruzzo'}",6,"{'Syria', 'the United States', 'Iraq'}",3
1507,1507,Maya Goded,Mexico,"Through her photographs and now on video, Maya Goded (Mexico, 1967) explores the subjects of female sexuality, prostitution and gender violence in a society in which the role of women is narrowly defined and femininity is shrouded in myths of chastity, fragility and motherhood. She has published several books and co-authored others, including Plaza de la Soledad, published in Spain by Lunwerg; Good Girls, published in New York by Umbrige; and Tierra Negra, published in Mexico by El Milagro.Goded has received awards from the Eugene Smith Memorial Fund, the Guggenheim Foundation, the National Council for Culture and Arts in Mexico, and the Prince Claus Fund. Her work has been exhibited in the US, Latin America, Europe, China, and Africa. Solo exhibits of her work have also been staged by some of the world’s most prestigious museums and festivals. In 2009, Goded took an interest in video and her first short film, Una Reina a su Gusto, was shown at the Official Selection of the 2011 Morelia Film Festival and the 2012 Tucson Film Festival. She is currently working in to documentary films.","{'Tierra Negra', 'Una Reina'}",2,"{'the Prince Claus Fund', 'El Milagro', 'the Eugene Smith Memorial Fund', 'the National Council for Culture and Arts', 'Goded', 'Maya Goded', 'the Guggenheim Foundation'}",7,"{'Umbrige', 'New York', 'US', 'Spain', 'Lunwerg', 'Mexico', 'China'}",7
1508,1508,Maya Okushko,Russia,"Maya Okushko (1924-2007) started her career at the illustration department of the Russian newspaper Komsomolskaya Pravda. In 1945, the newspaper published her first photo. After working for Pravda for more than twenty years, Okushko joined the 'Book Review'. She also worked as a reporter for the Russian press agency RIA Novosti for two years.",{'Maya Okushko'},1,"{'Komsomolskaya Pravda', 'Okushko', 'Pravda', 'RIA Novosti'}",4,set(),0
1509,1509,Maye-E Wong,Singapore,Photo creditMaye-E Wong by © Farzana Hossen,{'Farzana Hossen'},1,set(),0,set(),0
1510,1510,Maye-E Wong,Singapore,"Maye-E Wong has documented major events such as the 2016 Summer Olympics in Rio de Janeiro, the 2014 Winter Olympics in Sochi, the 2018 Pyeongchang Winter Olympics and the World Cup in Rio de Janeiro. She also covered political protests taking place in Thailand and Hong Kong, the devastation of typhoon Haiyan in the Philippines and Dhaka's garment factory collapse. In 2017, she photographed Rohingya women who had fled Myanmar. This assignment was in Cox's Bazar and was part of an investigative piece carried out by The Associated Press (AP) on the rapes of Rohingya women by Myanmar's military, which were both sweeping and methodical. Since 2014, she has been working as AP’s lead photographer for North Korea, where her responsibilities include news and everyday life. She lives in New York City, where she is a member of AP's global enterprise team, focusing on long-form storytelling as a photographer and helping to drive the creative and conceptual visual aspects of these stories.  ",set(),0,"{'Dhaka', 'AP', ""Cox's Bazar"", 'Wong', 'The Associated Press'}",5,"{'Rio de Janeiro', 'New York City', 'Sochi', 'Thailand', 'Haiyan', 'North Korea', 'Philippines', 'Myanmar', 'Hong Kong'}",9
1511,1511,Mayu Mohanna,Peru,"Mayu Mohanna grew up in Chimbote, a seaport in northern Peru. At the age of 16, she moved to Lima to study communications and started her career as a photojournalist in 1990, working in different Peruvian newspapers and magazines until 2001. During this decade, she attended the World Press Photo seminar program for Latin America and the 2001 Joop Swart Masterclass. She also won first prize in Peru’s Eugenio Courret photojournalist contest in 2000 and a Ford Foundation fellowship in 2001. Since 2001, Mohanna has worked as a curator, focused on rescuing the Peruvian visual memory. Exhibitions such as Baldomero Alejos, 1924-1975; Yuyanapaq, to Remember, 1980-2000, and Look at You, 2000-2005, form a visual journey that flows through a century of Peruvian history. Mohanna obtained a masters degree in photography and video at the School of Visual Arts, in New York City (2002-2004). In 2003, she won the Aaron Siskind Memorial Award and, in 2005, the Student Visionary Special Mention at the Tribeca Film Festival, with her first short video documentary Luzmila’s Photo. Nowadays, Mohanna works as a freelance photographer and curator. In 2012, she curated the exhibition Subject of Law, a photo essay about social inclusion, featuring the work of fifteen photojournalists from Peru’s El Comercio newspaper. This exhibit was part of the Lima Photo Biennial.","{'Eugenio Courret', 'Joop Swart Masterclass', 'Subject of Law', 'Mayu Mohanna', 'Mohanna'}",5,"{'Baldomero Alejos', 'the School of Visual Arts', 'the Student Visionary Special Mention', 'Chimbote', 'Yuyanapaq', 'Ford Foundation', 'Luzmila’s Photo', 'El Comercio', 'the World Press Photo', 'the Lima Photo Biennial'}",10,"{'Remember', 'New York City', 'Lima', 'Peru', 'Mohanna'}",5
1512,1512,Md Masfiqur Akhtar Sohan,Bangladesh,"He started his journey with photography in 2012 and has significantly covered the Rohingya refugee exodus at the border of Bangladesh-Myanmar. He has been awarded for several international and national accolades. His works have been appeared in The Guardian, TIME Magazine, The Telegraph, CNN, The New York Times, Newsweek, Wall Street Journal and many other media outlets worldwide.",set(),0,"{'TIME Magazine', 'Newsweek', 'Wall Street Journal', 'CNN', 'Guardian', 'Rohingya', 'The New York Times'}",7,set(),0
1513,1513,Meaghan Looram,USA,"Meaghan Looram is a graduate of Stanford University and the deputy photo editor at The New York Times. She is a front-page editor and oversees the newspaper's staff of 40 photo editors as well as many of its most ambitious photography projects, including “A Year at War”, “One in 8 Million” and the annual Year in Pictures. Meaghan was the photo editor for “One in 8 Million”, which won an Emmy Award in 2010. She was also the editor of “A Year at War” which won first prize in the interactive category of the first World Press Photo Multimedia Contest, as well as an Emmy Award and an Alfred I Dupont-Columbia Award in 2011.","{'Meaghan', 'Meaghan Looram'}",2,"{'The New York Times', 'Stanford University'}",2,{'Pictures'},1
1514,1514,Meeri Koutaniemi,Finland,"Meeri Koutaniemi is a freelance photographer who was born in Lapland and currently lives around the world. She began her career as a photojournalist shooting independent projects abroad, and now does documentary stories on issues concerning human rights and minorities, combining her work with political activism. Meeri has worked as a photographer and a journalist in over 30 countries. In 2012 and 2013, she was chosen as Photographer of the Year by the Finnish press photographers’ association. In 2014, she won the Freelens Award at the Lumix photo festival in Hannover, and the Visa d’or Daily Press Award in Perpignan, with her exhibited documentary work ‘Taken’. Meeri is a founder member of the Italian Echo Photo Agency, and belongs to the Finnish collective 11 (Yksitoista).",{'Meeri Koutaniemi'},1,"{'Meeri', 'Lumix', 'the Italian Echo Photo Agency', 'Visa'}",4,"{'Hannover', 'Lapland', 'Perpignan'}",3
1515,1515,Mehdi Bennaceri,Morocco,"Mehdi Bennaceri (Morocco) is a qualified multimedia designer. After ten years of working in this field, he established his own design and production agency in Rabat, of which he is creative director. He has a passion for documentary films, photography, and travel and believes that everyone has a duty to help develop their environment and their country. This is why he has associated himself with several voluntary projects. For the last three years, Bennaceri has been a professional freelance photographer. His published work relates to cultural, political, and professional events.","{'Bennaceri', 'Mehdi Bennaceri'}",2,set(),0,"{'Morocco', 'Rabat'}",2
1516,1516,Mehmet Umit Turpcu,Turkey,,set(),0,set(),0,set(),0
1517,1517,Meiko Herrmann,Germany,,set(),0,set(),0,set(),0
1518,1518,Mel Finkelstein,USA,,set(),0,set(),0,set(),0
1519,1519, Meyer,France,,set(),0,set(),0,set(),0
1520,1520,Micah Albert,USA,"Micah Albert is a freelance documentary photographer represented by Redux Pictures photo agency. Based in northern California, he specializes in and is passionate about difficult-to-access regions and the ensuing, and often times under-covered, issues. He received his B.A. from Point Loma Nazarene University’s Keller Visual Art Center in Graphic Communications in 2002. Since 2005, Micah has worked on documenting projects including the global food crisis in Yemen, Dinka cattle camps in South Sudan, insecurity and unrest in Darfur refugee camps in Chad, marginalized Kurds living in Syria, undocumented refugees living in Jordan, gender-based violence in rebel-controlled territories in DR Congo, post-election unrest in Kenya, and overfishing practices in Tanzania. His clients include The New York Times, Smithsonian Magazine, BBC, The Washington Times, National Geographic Traveler, and many others. He currently lives in Sacramento, California with his wife and daughter.",{'Albert'},1,"{'Redux Pictures', 'Smithsonian Magazine', 'Graphic Communications', 'BBC', 'Point Loma Nazarene University’s', 'National Geographic Traveler', 'The Washington Times', 'The New York Times'}",8,"{'Kenya', 'Chad', 'DR', 'Tanzania', 'South Sudan', 'Sacramento', 'Micah', 'B.A.', 'Darfur', 'Congo', 'California', 'Syria', 'Jordan', 'Yemen'}",14
1521,1521,Michael Tabb,USA,"He’s also done work for the Wall Street Journal, Popular Science, and Scientific American. Michael’s video on how scientists are training paraplegics to walk again using virtual reality was featured in the 2017 Sundance Film Festival's New Frontier exhibit. His work explaining the physics of Olympic gymnast Simone Biles was a finalist for a 2017 Online Journalism Award in sports reporting. He earned a bachelor’s degree in English literature from Washington University in St. Louis, with minors in studio art and physics.","{'Simone Biles', 'Michael'}",2,"{'Popular Science', 'Scientific American', 'the Wall Street Journal', 'Washington University', 'New Frontier'}",5,{'St. Louis'},1
1522,1522,Michael Adaskaveg,USA,,set(),0,set(),0,set(),0
1523,1523,Michael Amendolia,Australia,"Based in Sydney, Australian photographer Michael Amendolia has 27 years experience working for Australian and international magazines, newspapers and companies. His editorial clients have included Stern, Der Spiegel, and Forbes, among others. Michael received recognition at the World Press Photo Awards in the categories of Science and Technology, and the Environment in 1999, 2001 and 2003. He was the principal photographer for the book Seeing is Believing, based on the work of one of Australia’s great humanitarians, Professor Fred Hollows. Over the course of the last twenty years Michael has documented the progressing work of Nepalese ophthalmic visionary Dr. Sanduk Ruit all across Asia. Michael is one of four founding members of the Bi-Annual REPORTAGE festival that started in 1999 and continues to this day.","{'Fred Hollows', 'Sanduk Ruit', 'Michael Amendolia', 'Der Spiegel', 'Michael'}",5,"{'the Bi-Annual', 'Science and Technology', 'Forbes', 'the World Press Photo Awards'}",4,"{'Stern', 'Sydney', 'Australia'}",3
1524,1524,Michael Appleton,USA,,set(),0,set(),0,set(),0
1525,1525,Michael Friedel,Germany,,set(),0,set(),0,set(),0
